geneDel	chromo	chromoPretty	pheno
YDR497C	4	D / IV	10.5083288564365
YDR499W	4	D / IV	9.83881117467868
YDR501W	4	D / IV	6.40330542445639
YDR503C	4	D / IV	8.68964207080833
YDR504C	4	D / IV	9.19889445997046
YDR505C	4	D / IV	6.04575689245204
YDR507C	4	D / IV	6.01924755915739
YDR508C	4	D / IV	7.50165085744849
YDR509W	4	D / IV	6.44988553019602
YDR510W	4	D / IV	9.96788160061654
YDR511W	4	D / IV	8.22436374500142
YDR513W	4	D / IV	10.2948604125967
YDR514C	4	D / IV	9.63412570852413
YDR516C	4	D / IV	6.89554664426768
YDR517W	4	D / IV	10.0664665220153
YDR518W	4	D / IV	6.29957112345465
YDR519W	4	D / IV	9.6511074429065
YDR520C	4	D / IV	9.97581701330777
YDR521W	4	D / IV	10.1242299870232
YDR522C	4	D / IV	10.0768333382281
YDR523C	4	D / IV	9.61067085255307
YDR524C	4	D / IV	6.1443782022362
YDR525W	4	D / IV	9.5977359633636
YDR525W-A	4	D / IV	10.1494812697404
YDR527W	4	D / IV	10.2840945169620
YDR528W	4	D / IV	10.3384398020763
YDR529C	4	D / IV	8.83093558757437
YDR530C	4	D / IV	7.13899200330843
YDR531W	4	D / IV	10.1035043707631
YDR532C	4	D / IV	10.0761368489925
YDR533C	4	D / IV	9.53603366897984
YDR534C	4	D / IV	10.4726083530688
YDR535C	4	D / IV	9.09048013028345
YDR536W	4	D / IV	10.1065774093795
YDR537C	4	D / IV	10.1809269875180
YDR538W	4	D / IV	9.56326183250932
YDR539W	4	D / IV	10.4827066577880
YDR540C	4	D / IV	6.63339167493021
YDR541C	4	D / IV	10.0028780529360
YEL001C	5	E / V	10.5698569119462
YEL002C	5	E / V	8.62158140010561
YEL003W	5	E / V	10.6048522804830
YEL004W	5	E / V	10.5680503475035
YEL005C	5	E / V	8.93448791218326
YEL006W	5	E / V	9.37250686177805
YEL007W	5	E / V	6.1829010241218
YEL008W	5	E / V	10.5815365812208
YEL009C	5	E / V	10.2998880173914
YEL010W	5	E / V	10.3955847609708
YEL011W	5	E / V	10.2335806527898
YEL012W	5	E / V	10.1883538491949
YEL013W	5	E / V	10.3139611277752
YEL014C	5	E / V	9.65431198549498
YEL015W	5	E / V	8.82016297918875
YEL016C	5	E / V	9.69185946353963
YEL017C-A	5	E / V	6.60029731134239
YEL017W	5	E / V	9.76869249455661
YEL018W	5	E / V	9.56165214419836
YEL019C	5	E / V	9.60067312931435
YEL020C	5	E / V	7.26714475470941
YEL023C	5	E / V	9.36662784503502
YEL024W	5	E / V	10.0370839379019
YEL025C	5	E / V	10.1793095770594
YEL026W	5	E / V	10.3415191359012
YEL027W	5	E / V	9.94488704350278
YEL028W	5	E / V	9.93212742570347
YEL029C	5	E / V	9.96157033942532
YEL030W	5	E / V	6.28778815403405
YEL031W	5	E / V	10.3811892968731
YEL032W	5	E / V	10.4972088476116
YEL034W	5	E / V	8.83520780048967
YEL035C	5	E / V	7.44111884635759
YEL036C	5	E / V	9.46380949178866
YEL037C	5	E / V	9.9853335918677
YEL038W	5	E / V	10.3991848341402
YEL039C	5	E / V	7.1705711821871
YEL040W	5	E / V	10.5181221717487
YEL041W	5	E / V	6.16485465382587
YEL042W	5	E / V	8.71633629817719
YEL043W	5	E / V	10.1643724291334
YEL044W	5	E / V	9.07704791272454
YEL047C	5	E / V	9.0282738420027
YEL048C	5	E / V	10.3960045643230
YEL049W	5	E / V	10.6157842336662
YEL050C	5	E / V	10.4638234183828
YEL051W	5	E / V	9.70958915213476
YEL052W	5	E / V	10.2540943879349
YEL053C	5	E / V	8.36959644691156
YEL054C	5	E / V	7.57177950830008
YEL055C	5	E / V	6.14120763277501
YEL056W	5	E / V	10.2339001189054
YEL057C	5	E / V	9.74545194529711
YEL059W	5	E / V	9.46231317213891
YEL060C	5	E / V	10.3375993317989
YEL062W	5	E / V	9.3620014731002
YEL063C	5	E / V	9.92863938949794
YEL064C	5	E / V	9.810190356065
YEL066W	5	E / V	9.54201154633851
YEL067C	5	E / V	9.58716113484988
YEL068C	5	E / V	10.3517866881122
YEL071W	5	E / V	9.64957040027096
YER002W	5	E / V	10.4746756542425
YER003C	5	E / V	9.62992970961823
YER004W	5	E / V	8.17967334050633
YER005W	5	E / V	10.1429703294991
YER006W	5	E / V	10.1370978398696
YER007C-A	5	E / V	9.6948310286324
YER008C	5	E / V	6.41910152004194
YER009W	5	E / V	9.87430248550134
YER010C	5	E / V	10.2201390870742
YER011W	5	E / V	10.0670270273792
YER012W	5	E / V	9.96308399543666
YER013W	5	E / V	10.5990721632676
YER014C-A	5	E / V	9.75252373999074
YER014W	5	E / V	10.5502455863867
YER016W	5	E / V	10.4457261861372
YER017C	5	E / V	10.2277817517306
YER018C	5	E / V	9.8344730061993
YER019C-A	5	E / V	10.4433302647503
YER020W	5	E / V	10.1152911888669
YER021W	5	E / V	9.40991826898347
YER022W	5	E / V	10.2353821679534
YER023W	5	E / V	10.4420116921747
YER024W	5	E / V	10.0531932633045
YER025W	5	E / V	9.42647489572683
YER030W	5	E / V	10.0050625065430
YER031C	5	E / V	6.42534580444868
YER032W	5	E / V	9.91123431585807
YER033C	5	E / V	9.00216387771304
YER034W	5	E / V	6.87530035780691
YER035W	5	E / V	9.94851219906325
YER036C	5	E / V	9.97660023302835
YER038C	5	E / V	9.95303837683996
YER038W-A	5	E / V	9.37167554973786
YER039C	5	E / V	6.35529315857299
YER039C-A	5	E / V	10.5078325481329
YER040W	5	E / V	9.6552934051007
YER041W	5	E / V	10.2611436834688
YER042W	5	E / V	10.2237643504907
YER043C	5	E / V	9.43283600904607
YER044C	5	E / V	10.1296112701400
YER044C-A	5	E / V	6.7523823119314
YER045C	5	E / V	10.6082973869773
YER046W	5	E / V	10.2195939466399
YER046W-A	5	E / V	10.3997736894932
YER047C	5	E / V	6.38730360300999
YER048C	5	E / V	10.3356639527141
YER048W-A	5	E / V	9.37551860942366
YER049W	5	E / V	9.5369658172554
YER050C	5	E / V	10.0203908755300
YER051W	5	E / V	7.13564883527507
YER052C	5	E / V	10.3890633230513
YER053C	5	E / V	10.0316209540451
YER054C	5	E / V	10.4574469506488
YER055C	5	E / V	10.0822087647912
YER056C	5	E / V	10.1892616482776
YER056C-A	5	E / V	9.7310942416030
YER057C	5	E / V	10.2842058713128
YER059W	5	E / V	9.8036558134759
YER060W	5	E / V	10.0752729182333
YER060W-A	5	E / V	10.3217582763049
YER061C	5	E / V	9.88525320056684
YER062C	5	E / V	8.98484542602238
YER063W	5	E / V	10.100263817178
YER064C	5	E / V	10.1299868088953
YER065C	5	E / V	10.3597907444598
YER066C-A	5	E / V	7.96299339891131
YER066W	5	E / V	9.65166232290356
YER067C-A	5	E / V	10.1603194059687
YER067W	5	E / V	10.323736460736
YER068C-A	5	E / V	9.95748407714031
YER068W	5	E / V	9.3767447040736
YER069W	5	E / V	10.0799294992284
YER070W	5	E / V	9.30443811689081
YER071C	5	E / V	10.1523922051514
YER072W	5	E / V	7.62152945276387
YER073W	5	E / V	6.33384955162614
YER074W	5	E / V	7.96814436738065
YER075C	5	E / V	9.99438437275055
YER077C	5	E / V	7.6987522813036
YER078C	5	E / V	9.16554467246076
YER079W	5	E / V	10.4669571812186
YER080W	5	E / V	10.3895030852551
YER081W	5	E / V	10.3899538439112
YER082C	5	E / V	8.98026902339272
YER083C	5	E / V	10.0886578001993
YER084W	5	E / V	8.79251912475841
YER085C	5	E / V	10.2704990994374
YER087C-A	5	E / V	10.1702001530701
YER087W	5	E / V	10.5711897456640
YER088C	5	E / V	9.8025213620866
YER090W	5	E / V	8.8666845030139
YER091C	5	E / V	10.3873313832828
YER091C-A	5	E / V	5.98537118741588
YER092W	5	E / V	10.1246795965100
YER093C	5	E / V	10.1377841141456
YER093C-A	5	E / V	10.0103869243212
YER094C	5	E / V	10.0449235795132
YER095W	5	E / V	10.2079531531067
YER096W	5	E / V	10.3121153658576
YER097W	5	E / V	9.15157432395223
YER098W	5	E / V	9.96892929106924
YER101C	5	E / V	9.3213445491839
YER103W	5	E / V	10.4375887140360
YER104W	5	E / V	6.55520055804743
YER106W	5	E / V	9.87905007424683
YER107C	5	E / V	10.2495705131215
YER108C	5	E / V	10.3663346843365
YER109C	5	E / V	9.61195143053167
YER110C	5	E / V	10.5325274309788
YER111C	5	E / V	10.5315522543271
YER112W	5	E / V	9.03973121354426
YER113C	5	E / V	9.81808123647715
YER114C	5	E / V	9.9517046883602
YER115C	5	E / V	10.2379696904657
YER116C	5	E / V	10.2268945715919
YER117W	5	E / V	8.69709328532318
YER118C	5	E / V	9.48780711129332
YER119C	5	E / V	8.9571364807539
YER119C-A	5	E / V	10.0394633089405
YER120W	5	E / V	10.3914683528875
YER121W	5	E / V	9.87105138065358
YER122C	5	E / V	6.39441067230953
YER123W	5	E / V	10.0760795853922
YER124C	5	E / V	9.05772482555235
YER125W	5	E / V	10.3421521473952
YER126C	5	E / V	6.58750859097386
YER127W	5	E / V	9.48559527759257
YER128W	5	E / V	7.50888897565551
YER129W	5	E / V	6.91660369179719
YER130C	5	E / V	10.4239223699415
YER131W	5	E / V	10.3043077541845
YER132C	5	E / V	10.4443400969684
YER133W	5	E / V	9.82925804742512
YER134C	5	E / V	7.60571921290809
YER135C	5	E / V	10.1673102882706
YER136W	5	E / V	10.3787577836708
YER137C	5	E / V	7.9340055001216
YER139C	5	E / V	6.49130679010693
YER140W	5	E / V	10.2807242386769
YER141W	5	E / V	10.1586709093272
YER142C	5	E / V	9.99656754772678
YER143W	5	E / V	10.0615799618205
YER144C	5	E / V	7.59254017027025
YER145C	5	E / V	8.0979892033535
YER146W	5	E / V	7.15711677136059
YER147C	5	E / V	6.68532024237644
YER148W	5	E / V	9.28499624004397
YER149C	5	E / V	10.4977287608886
YER150W	5	E / V	8.97707108324733
YER151C	5	E / V	10.0280833408779
YER152C	5	E / V	6.93409202323702
YER153C	5	E / V	9.90310359503934
YER154W	5	E / V	9.57287870984003
YER155C	5	E / V	9.87608474181429
YER156C	5	E / V	10.4456493785932
YER157W	5	E / V	9.31738417879104
YER158C	5	E / V	9.17277493279639
YER159C	5	E / V	10.0993556701731
YER161C	5	E / V	10.0133931767701
YER162C	5	E / V	6.78412847509104
YER163C	5	E / V	9.81355804883297
YER164W	5	E / V	8.72649174592551
YER165W	5	E / V	10.0522294943680
YER166W	5	E / V	10.4072764245302
YER167W	5	E / V	10.5537118895145
YER168C	5	E / V	10.4413281658735
YER169W	5	E / V	10.3331157830116
YER170W	5	E / V	9.66335104834844
YER171W	5	E / V	10.3753455414218
YER172C	5	E / V	10.4151336889663
YER173W	5	E / V	9.24860999188833
YER174C	5	E / V	9.62676538466826
YER175C	5	E / V	10.4319448598246
YER176W	5	E / V	9.5815120477465
YER177W	5	E / V	9.63047407243707
YER178W	5	E / V	9.55849604544385
YER179W	5	E / V	10.3438758933858
YER180C	5	E / V	10.1213461425752
YER181C	5	E / V	9.71418597946832
YER182W	5	E / V	9.15109119672234
YER183C	5	E / V	10.3604985839573
YER184C	5	E / V	9.70211997295578
YER185W	5	E / V	9.97794746831262
YER186C	5	E / V	6.49091492657901
YER187W	5	E / V	10.4014057037375
YER188W	5	E / V	10.1288375945195
YFL006W	6	F / VI	9.41865956711254
YFL008W	6	F / VI	7.02320394281546
YFL009W	6	F / VI	9.31425821388988
YFL011W	6	F / VI	10.3423020083499
YFL013W-A	6	F / VI	9.9754150737318
YFL014W	6	F / VI	7.22029696832301
YFL015C	6	F / VI	9.40104795859814
YFL017C	6	F / VI	9.66027893868042
YFL018C	6	F / VI	9.13661115562977
YFL018W-A	6	F / VI	7.77259831154528
YFL019C	6	F / VI	9.30807998917626
YFL020C	6	F / VI	6.64596880179932
YFL021W	6	F / VI	9.92658906121425
YFL022C	6	F / VI	9.73982401079808
YFL023W	6	F / VI	6.3135374944372
YFL024C	6	F / VI	9.2962203115761
YFL025C	6	F / VI	6.02192156107279
YFL027C	6	F / VI	9.15635066108331
YFL028C	6	F / VI	9.98053882152432
YFL030W	6	F / VI	7.46746981706115
YFL031W	6	F / VI	9.96359927014783
YFL032W	6	F / VI	10.4906256591268
YFL034C-A	6	F / VI	7.35428526578425
YFL034W	6	F / VI	6.410319709445
YFL035C	6	F / VI	8.68809273831227
YFL035C-A	6	F / VI	9.13093648673575
YFL035C-B	6	F / VI	10.178501630372
YFL036W	6	F / VI	6.6095265288879
YFL037W	6	F / VI	10.0530142297729
YFL038C	6	F / VI	9.42197163280438
YFL039C	6	F / VI	6.96659239036704
YFL040W	6	F / VI	9.5729670926110
YFL041W	6	F / VI	9.96798102717804
YFL042C	6	F / VI	8.19432763013358
YFL043C	6	F / VI	9.58281638949295
YFL044C	6	F / VI	6.17473889574534
YFL045C	6	F / VI	7.85695794585292
YFL046W	6	F / VI	9.05476407195045
YFL047W	6	F / VI	9.61456957135735
YFL048C	6	F / VI	6.57694328718499
YFL049W	6	F / VI	10.0210230237254
YFL050C	6	F / VI	8.34543531608167
YFL051C	6	F / VI	10.3220256777615
YFL052W	6	F / VI	10.4547484285452
YFL053W	6	F / VI	8.04223479603212
YFL054C	6	F / VI	8.09708484501181
YFL055W	6	F / VI	8.30026163643075
YFL056C	6	F / VI	9.5072123564886
YFR001W	6	F / VI	8.85192780971933
YFR003C	6	F / VI	9.9805102454108
YFR004W	6	F / VI	9.86104238606584
YFR005C	6	F / VI	8.87141411573518
YFR006W	6	F / VI	10.2299701491823
YFR007W	6	F / VI	8.89825380488313
YFR008W	6	F / VI	6.20632988834288
YFR009W	6	F / VI	10.2257903973261
YFR010W	6	F / VI	9.56218669863225
YFR012W	6	F / VI	9.42055155215274
YFR014C	6	F / VI	9.2938434012426
YFR015C	6	F / VI	8.13392940687038
YFR016C	6	F / VI	8.14292010120015
YFR017C	6	F / VI	10.1403428583102
YFR018C	6	F / VI	10.1236883505712
YFR019W	6	F / VI	6.20259932690336
YFR020W	6	F / VI	6.5741731077056
YFR021W	6	F / VI	6.07364405819309
YFR022W	6	F / VI	8.79486143763452
YFR023W	6	F / VI	10.2275754169814
YFR024C	6	F / VI	9.12081467904852
YFR024C-A	6	F / VI	10.2686834345583
YFR025C	6	F / VI	9.41190738881387
YFR026C	6	F / VI	9.23442542847869
YFR027W	6	F / VI	10.3198999145235
YFR028C	6	F / VI	8.66305159433935
YFR029W	6	F / VI	10.2605386925816
YFR030W	6	F / VI	8.82802101975748
YFR031C	6	F / VI	9.03161986160795
YFR031C-A	6	F / VI	9.4865982075051
YFR032C	6	F / VI	8.77147915323507
YFR032C-A	6	F / VI	6.33995042765501
YFR033C	6	F / VI	8.91931876010467
YFR034C	6	F / VI	9.89988981882985
YFR035C	6	F / VI	9.72804700192462
YFR036W	6	F / VI	10.0912333219488
YFR037C	6	F / VI	8.60534329568782
YFR038W	6	F / VI	6.8433913972631
YFR039C	6	F / VI	10.1885225669715
YFR040W	6	F / VI	9.5723845166423
YFR041C	6	F / VI	6.61773912783761
YFR042W	6	F / VI	9.31721312426801
YFR043C	6	F / VI	6.13748148370251
YFR044C	6	F / VI	6.21370027934261
YFR045W	6	F / VI	9.02069619700442
YFR046C	6	F / VI	9.31909421970227
YFR047C	6	F / VI	9.80778943014393
YFR048W	6	F / VI	7.55286599025633
YFR049W	6	F / VI	6.54425361996551
YFR050C	6	F / VI	9.54187622551532
YFR051C	6	F / VI	10.0024309003184
YFR052W	6	F / VI	10.3703466191687
YFR053C	6	F / VI	9.61226771400892
YFR054C	6	F / VI	10.5246459594520
YFR055W	6	F / VI	6.42517461385179
YFR056C	6	F / VI	9.74363115304449
YFR057W	6	F / VI	6.31878672752899
YGL001C	7	G / VII	7.83042454182743
YGL002W	7	G / VII	7.6918775004506
YGL003C	7	G / VII	5.9508618335921
YGL004C	7	G / VII	9.2535766703831
YGL005C	7	G / VII	6.63068257173672
YGL006W	7	G / VII	5.99654415765669
YGL007W	7	G / VII	9.70815896708505
YGL008C	7	G / VII	10.3778673906647
YGL009C	7	G / VII	9.49592448835865
YGL010W	7	G / VII	8.80735884688126
YGL011C	7	G / VII	8.88265356189395
YGL012W	7	G / VII	9.54927464012244
YGL013C	7	G / VII	6.65966970468389
YGL014W	7	G / VII	9.4421346656601
YGL015C	7	G / VII	6.0114864300459
YGL016W	7	G / VII	6.32217102724375
YGL017W	7	G / VII	9.72733970337018
YGL018C	7	G / VII	7.1767892910299
YGL019W	7	G / VII	9.00939272399678
YGL020C	7	G / VII	8.25682158677898
YGL021W	7	G / VII	8.97307841861801
YGL022W	7	G / VII	8.84010012432752
YGL023C	7	G / VII	6.17476713266303
YGL024W	7	G / VII	8.78454441035123
YGL025C	7	G / VII	8.76059595470075
YGL026C	7	G / VII	10.1673233087925
YGL027C	7	G / VII	7.56133998616497
YGL028C	7	G / VII	5.98606630483169
YGL029W	7	G / VII	9.61635098745074
YGL030W	7	G / VII	6.05113382956558
YGL031C	7	G / VII	9.6476505592264
YGL032C	7	G / VII	5.97756139946275
YGL033W	7	G / VII	5.87530926151193
YGL034C	7	G / VII	7.99024057530865
YGL035C	7	G / VII	6.15316780991592
YGL036W	7	G / VII	7.63405669610211
YGL037C	7	G / VII	9.64558877619887
YGL038C	7	G / VII	9.20481367167459
YGL039W	7	G / VII	9.7072223002758
YGL040C	7	G / VII	6.48828790311518
YGL041C	7	G / VII	6.01840681489438
YGL042C	7	G / VII	7.03336328803429
YGL043W	7	G / VII	9.86081119846291
YGL044C	7	G / VII	5.91893557800683
YGL045W	7	G / VII	6.88400826650266
YGL046W	7	G / VII	8.66502936052805
YGL047W	7	G / VII	6.01735187831512
YGL048C	7	G / VII	8.71302066364126
YGL049C	7	G / VII	9.87898787987767
YGL050W	7	G / VII	9.4950939196441
YGL051W	7	G / VII	9.45091451452942
YGL053W	7	G / VII	7.1585406871474
YGL054C	7	G / VII	6.43387431656703
YGL055W	7	G / VII	9.32606855716512
YGL056C	7	G / VII	9.30529729410248
YGL057C	7	G / VII	8.85939635203393
YGL058W	7	G / VII	9.74208137699124
YGL059W	7	G / VII	10.2624162843549
YGL060W	7	G / VII	9.95664474766037
YGL061C	7	G / VII	10.2510880952126
YGL062W	7	G / VII	9.50051811343064
YGL063W	7	G / VII	9.15232746121255
YGL064C	7	G / VII	7.88484794891159
YGL065C	7	G / VII	9.45348444070761
YGL066W	7	G / VII	9.85847166918636
YGL067W	7	G / VII	9.09263479810382
YGL068W	7	G / VII	5.95746397085583
YGL069C	7	G / VII	9.30133284440769
YGL070C	7	G / VII	7.47848287925553
YGL071W	7	G / VII	9.60619325355204
YGL072C	7	G / VII	6.02239123275887
YGL073W	7	G / VII	7.82863150963057
YGL074C	7	G / VII	10.380233016485
YGL075C	7	G / VII	9.16584273025517
YGL076C	7	G / VII	9.25612271342053
YGL077C	7	G / VII	7.96835179375214
YGL078C	7	G / VII	9.3578701028032
YGL079W	7	G / VII	9.85092267114221
YGL080W	7	G / VII	6.20011667080694
YGL081W	7	G / VII	6.29555757783632
YGL082W	7	G / VII	6.25830285625962
YGL083W	7	G / VII	9.2896005294305
YGL084C	7	G / VII	6.28828823947381
YGL085W	7	G / VII	8.41028434642775
YGL086W	7	G / VII	9.84579731375154
YGL087C	7	G / VII	5.99126762742441
YGL088W	7	G / VII	9.12910221990173
YGL089C	7	G / VII	8.14873383459047
YGL090W	7	G / VII	8.49831308466964
YGL091C	7	G / VII	10.181721363127
YGL092W	7	G / VII	6.84588193031704
YGL093W	7	G / VII	9.83315050388428
YGL094C	7	G / VII	9.77210688258259
YGL095C	7	G / VII	8.00733633444048
YGL096W	7	G / VII	10.5374863690283
YGL097W	7	G / VII	10.4187893189289
YGL098W	7	G / VII	7.73493300500885
YGL099W	7	G / VII	6.30460810496288
YGL101W	7	G / VII	5.9741005709305
YGL102C	7	G / VII	9.56128724603355
YGL103W	7	G / VII	6.0606671964186
YGL104C	7	G / VII	6.13527579000394
YGL105W	7	G / VII	6.05139160776648
YGL107C	7	G / VII	10.3218121828136
YGL108C	7	G / VII	9.81612399069224
YGL109W	7	G / VII	6.39949827612078
YGL110C	7	G / VII	9.6276573311293
YGL111W	7	G / VII	8.04343451474573
YGL112C	7	G / VII	9.74520188774469
YGL113W	7	G / VII	10.3363520443895
YGL114W	7	G / VII	10.2016758232188
YGL115W	7	G / VII	10.3961076283209
YGL116W	7	G / VII	6.1957910450545
YGL117W	7	G / VII	9.96147851892887
YGL118C	7	G / VII	10.0823562356824
YGL120C	7	G / VII	7.22487791937203
YGL121C	7	G / VII	10.3574366038523
YGL122C	7	G / VII	10.5016257040425
YGL123W	7	G / VII	6.82428696555488
YGL124C	7	G / VII	10.1272286041639
YGL125W	7	G / VII	6.24670581548222
YGL126W	7	G / VII	8.30436470299223
YGL127C	7	G / VII	10.0609266447979
YGL128C	7	G / VII	6.2878672590552
YGL130W	7	G / VII	6.12410503264922
YGL131C	7	G / VII	10.0008433547145
YGL132W	7	G / VII	7.91716910698117
YGL133W	7	G / VII	8.11657422590053
YGL135W	7	G / VII	9.39665157945435
YGL136C	7	G / VII	6.01668676938627
YGL137W	7	G / VII	9.8466850218428
YGL138C	7	G / VII	9.84027645470558
YGL139W	7	G / VII	6.347509312882
YGL140C	7	G / VII	6.0602834786935
YGL141W	7	G / VII	6.1103006911459
YGL142C	7	G / VII	5.9333261041033
YGL143C	7	G / VII	5.9074551564148
YGL144C	7	G / VII	6.52768684770465
YGL145W	7	G / VII	6.46399776236513
YGL146C	7	G / VII	10.0874644306945
YGL147C	7	G / VII	10.2444538328493
YGL148W	7	G / VII	9.59059655548446
YGL149W	7	G / VII	9.71378039617111
YGL150C	7	G / VII	9.40053824022208
YGL151W	7	G / VII	9.59625981161192
YGL152C	7	G / VII	9.09637109685598
YGL153W	7	G / VII	10.1350188828766
YGL154C	7	G / VII	7.9354287401036
YGL155W	7	G / VII	10.0693935580112
YGL156W	7	G / VII	9.22747462912427
YGL157W	7	G / VII	9.81183779743114
YGL158W	7	G / VII	7.5325128064185
YGL159W	7	G / VII	9.77220692083195
YGL160W	7	G / VII	6.36572324796966
YGL161C	7	G / VII	8.89676818286938
YGL162W	7	G / VII	6.56123993185424
YGL163C	7	G / VII	9.30333874247685
YGL164C	7	G / VII	8.83102062505526
YGL166W	7	G / VII	9.75201555483352
YGL167C	7	G / VII	9.21994208464618
YGL168W	7	G / VII	9.10422536308796
YGL169W	7	G / VII	9.18734800824738
YGL170C	7	G / VII	6.67581076631949
YGL171W	7	G / VII	6.36196935099243
YGL172W	7	G / VII	8.57455831117087
YGL173C	7	G / VII	8.90365635027
YGL174W	7	G / VII	7.68867991798488
YGL175C	7	G / VII	10.3767465055972
YGL176C	7	G / VII	7.54481212752633
YGL177W	7	G / VII	10.0878155321091
YGL179C	7	G / VII	9.94534821854639
YGL180W	7	G / VII	6.13864050428491
YGL181W	7	G / VII	9.52911071738608
YGL194C	7	G / VII	10.4721067699823
YGL194C	7	G / VII	10.4721067699823
YGL195W	7	G / VII	6.09786058302809
YGL195W	7	G / VII	6.09786058302809
YGL196W	7	G / VII	8.25689309222868
YGL196W	7	G / VII	8.25689309222868
YGL197W	7	G / VII	10.0512609810437
YGL197W	7	G / VII	10.0512609810437
YGL198W	7	G / VII	10.2718641980885
YGL198W	7	G / VII	10.2718641980885
YGL199C	7	G / VII	9.67796145981355
YGL199C	7	G / VII	9.67796145981355
YGL200C	7	G / VII	6.16053161430431
YGL200C	7	G / VII	6.16053161430431
YGL201C	7	G / VII	9.75408238130703
YGL201C	7	G / VII	9.75408238130703
YGL202W	7	G / VII	6.03626040071279
YGL202W	7	G / VII	6.03626040071279
YGL203C	7	G / VII	5.88008037362319
YGL203C	7	G / VII	5.88008037362319
YGL205W	7	G / VII	6.10551925232871
YGL205W	7	G / VII	6.10551925232871
YGL206C	7	G / VII	6.16186184037469
YGL206C	7	G / VII	6.16186184037469
YGL207W	7	G / VII	10.2911013113193
YGL207W	7	G / VII	10.2911013113193
YGL208W	7	G / VII	10.2027509686617
YGL208W	7	G / VII	10.2027509686617
YGL209W	7	G / VII	10.1172352976449
YGL209W	7	G / VII	10.1172352976449
YGL210W	7	G / VII	6.10757918776466
YGL210W	7	G / VII	6.10757918776466
YGL211W	7	G / VII	9.38076496715538
YGL211W	7	G / VII	9.38076496715538
YGL212W	7	G / VII	6.00269748339836
YGL212W	7	G / VII	6.00269748339836
YGL213C	7	G / VII	8.29916911167878
YGL213C	7	G / VII	8.29916911167878
YGL214W	7	G / VII	7.18080291112786
YGL214W	7	G / VII	7.18080291112786
YGL215W	7	G / VII	6.83106792838115
YGL215W	7	G / VII	6.83106792838115
YGL216W	7	G / VII	10.0408441192564
YGL216W	7	G / VII	10.0408441192564
YGL217C	7	G / VII	10.1349392262181
YGL217C	7	G / VII	10.1349392262181
YGL218W	7	G / VII	7.39058272068391
YGL218W	7	G / VII	7.39058272068391
YGL219C	7	G / VII	8.62175068577537
YGL220W	7	G / VII	6.50563458787851
YGL220W	7	G / VII	6.50563458787851
YGL221C	7	G / VII	9.8669493369225
YGL221C	7	G / VII	9.8669493369225
YGL222C	7	G / VII	9.9393226922096
YGL222C	7	G / VII	9.9393226922096
YGL223C	7	G / VII	10.1462986043644
YGL223C	7	G / VII	10.1462986043644
YGL224C	7	G / VII	6.08950924917736
YGL224C	7	G / VII	6.08950924917736
YGL225W	7	G / VII	6.16106840019731
YGL225W	7	G / VII	6.16106840019731
YGL226C-A	7	G / VII	7.22499521690118
YGL226C-A	7	G / VII	7.22499521690118
YGL226W	7	G / VII	5.95715338428502
YGL226W	7	G / VII	5.95715338428502
YGL227W	7	G / VII	6.20133565779856
YGL227W	7	G / VII	6.20133565779856
YGL228W	7	G / VII	9.6526058412528
YGL228W	7	G / VII	9.6526058412528
YGL229C	7	G / VII	6.76328535047971
YGL229C	7	G / VII	6.76328535047971
YGL230C	7	G / VII	10.2897466111054
YGL230C	7	G / VII	10.2897466111054
YGL231C	7	G / VII	6.08827565963919
YGL231C	7	G / VII	6.08827565963919
YGL232W	7	G / VII	6.28978531069116
YGL232W	7	G / VII	6.28978531069116
YGL233W	7	G / VII	7.94189344007849
YGL233W	7	G / VII	7.94189344007849
YGL234W	7	G / VII	6.25685372130257
YGL234W	7	G / VII	6.25685372130257
YGL235W	7	G / VII	10.5312754783247
YGL235W	7	G / VII	10.5312754783247
YGL236C	7	G / VII	8.42372198155169
YGL236C	7	G / VII	8.42372198155169
YGL237C	7	G / VII	6.29126381480112
YGL237C	7	G / VII	6.29126381480112
YGL238W	7	G / VII	9.74515687072629
YGL238W	7	G / VII	9.74515687072629
YGL239C	7	G / VII	9.74727107965079
YGL239C	7	G / VII	9.74727107965079
YGL240W	7	G / VII	6.41277252842738
YGL241W	7	G / VII	6.4205782171317
YGL242C	7	G / VII	9.2513325623081
YGL243W	7	G / VII	10.5614507634022
YGL244W	7	G / VII	9.75283878455678
YGL245W	7	G / VII	8.62925254072521
YGL246C	7	G / VII	10.2317233972075
YGL247W	7	G / VII	10.013715018087
YGL248W	7	G / VII	9.75982999804384
YGL249W	7	G / VII	7.33925982624745
YGL250W	7	G / VII	7.88791856675066
YGL251C	7	G / VII	8.68932444350258
YGL252C	7	G / VII	7.94901611888773
YGL253W	7	G / VII	10.0351408997218
YGL254W	7	G / VII	6.90164150223579
YGL255W	7	G / VII	5.90957479357376
YGL256W	7	G / VII	6.39173279606403
YGL257C	7	G / VII	9.98718233060533
YGL258W	7	G / VII	8.53589246437809
YGL259W	7	G / VII	9.17435684538517
YGL260W	7	G / VII	9.69247953622173
YGL261C	7	G / VII	10.2036230867131
YGL262W	7	G / VII	10.0122876484159
YGL263W	7	G / VII	9.78796502974738
YGR001C	7	G / VII	6.18634550601596
YGR002C	7	G / VII	9.29874462351821
YGR003W	7	G / VII	10.2353690423945
YGR004W	7	G / VII	10.4738984680990
