geneDel	chromo	chromoPretty	pheno
YBR110W	2	B / II	6.81482316665227
YBR111C	2	B / II	8.19083114746277
YBR113W	2	B / II	9.00144277273686
YBR114W	2	B / II	9.9906129539863
YBR115C	2	B / II	9.68329983883306
YBR116C	2	B / II	10.1611276814797
YBR117C	2	B / II	10.1090376826087
YBR118W	2	B / II	6.1827579334464
YBR119W	2	B / II	6.9690119697989
YBR120C	2	B / II	9.62159121938338
YBR123C	2	B / II	10.2721758559192
YBR124W	2	B / II	9.15933015830563
YBR126C	2	B / II	9.08352439770854
YBR127C	2	B / II	9.95983701779826
YBR128C	2	B / II	9.72152249619616
YBR129C	2	B / II	7.86039405372403
YBR130C	2	B / II	9.88661708031123
YBR132C	2	B / II	7.50418262161927
YBR133C	2	B / II	6.3801501755527
YBR134W	2	B / II	9.86483201493283
YBR135W	2	B / II	6.71440678934518
YBR136W	2	B / II	8.46205001133298
YBR137W	2	B / II	7.75842307348652
YBR138C	2	B / II	10.3544418796496
YBR139W	2	B / II	6.52933635425566
YBR140C	2	B / II	9.9450885935695
YBR141C	2	B / II	9.8164631155362
YBR142W	2	B / II	8.75707164826383
YBR143C	2	B / II	9.83759697685215
YBR144C	2	B / II	10.0894652604387
YBR145W	2	B / II	9.01921483496999
YBR146W	2	B / II	9.18178779323703
YBR147W	2	B / II	10.0322118269048
YBR148W	2	B / II	9.97799033054722
YBR149W	2	B / II	9.01374352864297
YBR151W	2	B / II	9.44478444980945
YBR152W	2	B / II	8.9637290205
YBR153W	2	B / II	9.88507913923756
YBR154C	2	B / II	7.87769165473117
YBR155W	2	B / II	9.78253492300101
YBR156C	2	B / II	6.61134741817158
YBR157C	2	B / II	8.44900545477628
YBR158W	2	B / II	7.57026606351824
YBR159W	2	B / II	7.56789138458742
YBR160W	2	B / II	9.94337155190434
YBR161W	2	B / II	9.61019194727671
YBR162C	2	B / II	6.1894036565733
YBR162W-A	2	B / II	10.0954506419370
YBR163W	2	B / II	9.82662795445297
YBR164C	2	B / II	9.33916610262848
YBR165W	2	B / II	10.1871044721112
YBR166C	2	B / II	9.34514459285938
YBR167C	2	B / II	9.7939584419137
YBR170C	2	B / II	6.76569233858098
YBR171W	2	B / II	10.4396187690729
YBR172C	2	B / II	10.2727317629941
YBR173C	2	B / II	7.07551830123724
YBR177C	2	B / II	9.27592567338066
YBR180W	2	B / II	9.3232078149826
YBR181C	2	B / II	7.0208962869447
YBR182C	2	B / II	8.2337536976725
YBR183W	2	B / II	8.16166403775971
YBR184W	2	B / II	9.04410958430569
YBR185C	2	B / II	9.58201004020924
YBR187W	2	B / II	7.67781073178831
YBR192W	2	B / II	9.22172326532485
YBR193C	2	B / II	7.05094322380816
YBR194W	2	B / II	9.3482530283683
YBR195C	2	B / II	8.31030024118047
YBR196C	2	B / II	9.82908770619005
YBR197C	2	B / II	9.00692058737187
YBR198C	2	B / II	8.79582028633587
YBR199W	2	B / II	9.91384269433337
YBR200W	2	B / II	9.74603538729963
YBR201W	2	B / II	6.04835942669983
YBR202W	2	B / II	7.9395126726077
YBR203W	2	B / II	9.0398007412939
YBR204C	2	B / II	9.75954308453275
YBR205W	2	B / II	9.94242437051353
YBR206W	2	B / II	6.35440004830451
YBR207W	2	B / II	10.1417443770370
YBR208C	2	B / II	9.5766756425034
YBR210W	2	B / II	9.6137952239799
YBR211C	2	B / II	9.72209962293173
YBR212W	2	B / II	8.84231102444708
YBR213W	2	B / II	6.35366159309342
YBR214W	2	B / II	9.82256761819295
YBR215W	2	B / II	9.13182095634712
YBR216C	2	B / II	9.18549179958063
YBR217W	2	B / II	10.2407378688461
YBR218C	2	B / II	9.80714526800307
YBR219C	2	B / II	10.1286100430878
YBR220C	2	B / II	9.42458369045046
YBR222C	2	B / II	6.38900464671134
YBR223C	2	B / II	5.9261331831364
YBR224W	2	B / II	6.87016628974166
YBR225W	2	B / II	10.0052635570094
YBR226C	2	B / II	9.48704327654194
YBR227C	2	B / II	6.63476018885955
YBR228W	2	B / II	8.12385244392403
YBR229C	2	B / II	10.0602743014303
YBR230C	2	B / II	9.9325664448761
YBR231C	2	B / II	9.21391575001157
YBR232C	2	B / II	9.90849778154802
YBR233W	2	B / II	10.1722941525343
YBR234C	2	B / II	10.2968410868938
YBR236C	2	B / II	9.49873978010495
YBR237W	2	B / II	8.8950113937872
YBR238C	2	B / II	6.37534075577656
YBR239C	2	B / II	9.59076874923974
YBR240C	2	B / II	7.870309159505
YBR241C	2	B / II	7.67507375040254
YBR242W	2	B / II	6.5976915037578
YBR243C	2	B / II	9.62517540379897
YBR244W	2	B / II	10.3401290422638
YBR245C	2	B / II	9.37089999634765
YBR246W	2	B / II	7.94974221241951
YBR247C	2	B / II	9.12059641183586
YBR248C	2	B / II	6.20083059793164
YBR249C	2	B / II	9.75676995802322
YBR250W	2	B / II	9.4126493676936
YBR251W	2	B / II	9.10403992370645
YBR252W	2	B / II	6.15944356918557
YBR253W	2	B / II	9.74754479668087
YBR254C	2	B / II	7.66954272498225
YBR255W	2	B / II	9.83995338292026
YBR256C	2	B / II	9.70320129237018
YBR258C	2	B / II	9.84433601070817
YBR259W	2	B / II	9.89328800606327
YBR261C	2	B / II	9.64452716678837
YBR262C	2	B / II	10.3860641069002
YBR263W	2	B / II	10.1934394932773
YBR264C	2	B / II	6.44554542355097
YBR265W	2	B / II	9.16399359834727
YBR266C	2	B / II	7.6212863163892
YBR267W	2	B / II	8.9259559539011
YBR269C	2	B / II	8.01660103845325
YBR271W	2	B / II	7.11851489793391
YBR273C	2	B / II	9.4727365301324
YBR274W	2	B / II	6.13556519475968
YBR277C	2	B / II	6.63610393725037
YBR278W	2	B / II	8.95718900988758
YBR279W	2	B / II	6.19008312175308
YBR281C	2	B / II	9.87075765850704
YBR282W	2	B / II	8.64041757858451
YBR283C	2	B / II	8.33404291491398
YBR284W	2	B / II	9.27795733594456
YBR285W	2	B / II	8.98706939977824
YBR286W	2	B / II	10.4611330967762
YBR290W	2	B / II	10.2660525254208
YBR291C	2	B / II	10.0599422164640
YBR292C	2	B / II	10.4636730013437
YBR293W	2	B / II	8.78235917043165
YBR295W	2	B / II	6.22008907460899
YBR296C	2	B / II	9.06309843682151
YBR297W	2	B / II	10.0302317634374
YBR298C	2	B / II	7.5584459537468
YBR300C	2	B / II	7.045805516431
YCL001W	3	C / III	10.2845598842034
YCL001W-A	3	C / III	9.99907509934333
YCL002C	3	C / III	5.99006617519073
YCL003W	3	C / III	6.20256422672536
YCL004W	3	C / III	9.86600458604777
YCL005W	3	C / III	9.990360931462
YCL006C	3	C / III	10.1710476264870
YCL006C	3	C / III	10.1710476264870
YCL007C	3	C / III	9.15329028813957
YCL008C	3	C / III	7.0975847192334
YCL009C	3	C / III	10.2002984703989
YCL010C	3	C / III	9.03024935420337
YCL011C	3	C / III	10.0413899238041
YCL012W	3	C / III	9.26924589980105
YCL013W	3	C / III	10.0117586729850
YCL014W	3	C / III	6.39160205578362
YCL016C	3	C / III	10.4202662160798
YCL017C	3	C / III	9.53244561287475
YCL022C	3	C / III	6.01508792007447
YCL023C	3	C / III	9.94765275517125
YCL023C	3	C / III	9.94765275517125
YCL024W	3	C / III	7.26042008817744
YCL025C	3	C / III	10.2018916660463
YCL026C	3	C / III	6.75039442480288
YCL027W	3	C / III	6.10221287831714
YCL028W	3	C / III	10.009392828556
YCL029C	3	C / III	9.72232096499901
YCL030C	3	C / III	9.33793044309703
YCL031C	3	C / III	5.91876056109817
YCL032W	3	C / III	5.8874808072372
YCL033C	3	C / III	9.7021402927428
YCL034W	3	C / III	5.94568094693247
YCL036W	3	C / III	5.93384076918475
YCL037C	3	C / III	6.07661374451979
YCL038C	3	C / III	8.73956461566795
YCL038C	3	C / III	8.73956461566795
YCL039W	3	C / III	6.23588726609152
YCL040W	3	C / III	9.81576133540408
YCL042W	3	C / III	10.0122771086132
YCL043C	3	C / III	5.96773156842839
YCL044C	3	C / III	8.80366868629328
YCL045C	3	C / III	9.25954054181074
YCL046W	3	C / III	8.0063042092395
YCL047C	3	C / III	8.08428373493767
YCL048W	3	C / III	8.69193986312121
YCL049C	3	C / III	8.79248793774623
YCL050C	3	C / III	9.8017384590349
YCL051W	3	C / III	9.09257822315942
YCL052C	3	C / III	8.68756619570308
YCL053C	3	C / III	9.78151443141393
YCL054W	3	C / III	8.37216958713546
YCL055W	3	C / III	10.0182894571323
YCL056C	3	C / III	10.1189384649163
YCL057W	3	C / III	9.041572280886
YCL058C	3	C / III	10.1047325772927
YCL060C	3	C / III	6.22891539840274
YCL061C	3	C / III	10.0195563700605
YCL062W	3	C / III	9.5293918387695
YCL063W	3	C / III	8.61180411602796
YCL064C	3	C / III	6.81216021054718
YCL069W	3	C / III	9.94329252646016
YCL074W	3	C / III	9.90812920824676
YCL075W	3	C / III	10.2793013278944
YCL076W	3	C / III	10.2603543332089
YCR001W	3	C / III	10.2991533202248
YCR002C	3	C / III	9.36406857216925
YCR003W	3	C / III	9.90273428973463
YCR004C	3	C / III	9.52820627225751
YCR005C	3	C / III	10.2223712391882
YCR006C	3	C / III	9.6744690384706
YCR007C	3	C / III	9.39366996123679
YCR008W	3	C / III	10.3318300960327
YCR009C	3	C / III	10.5357417781549
YCR010C	3	C / III	9.6623454903517
YCR011C	3	C / III	8.4412094071777
YCR014C	3	C / III	6.85900115446561
YCR015C	3	C / III	10.1076381153165
YCR016W	3	C / III	10.1518156609826
YCR017C	3	C / III	9.80534372449828
YCR019W	3	C / III	10.5068829167831
YCR020C	3	C / III	10.2728653687418
YCR020C-A	3	C / III	10.2233666242349
YCR020W-B	3	C / III	6.53619986170086
YCR021C	3	C / III	10.2538656759888
YCR022C	3	C / III	9.5644420596191
YCR023C	3	C / III	10.4804249531958
YCR024C	3	C / III	9.46641222974653
YCR024C-A	3	C / III	8.31162591243118
YCR025C	3	C / III	10.1877399279132
YCR026C	3	C / III	6.00403336406448
YCR027C	3	C / III	7.7671395519468
YCR028C	3	C / III	9.06860289408108
YCR031C	3	C / III	9.81868265520028
YCR034W	3	C / III	9.77759046673295
YCR035C	3	C / III	8.26706957164067
YCR036W	3	C / III	9.17699093796065
YCR037C	3	C / III	8.33522790938995
YCR043C	3	C / III	9.24674343814434
YCR044C	3	C / III	7.80700560064834
YCR045C	3	C / III	9.40545295453983
YCR049C	3	C / III	9.48280675058993
YCR050C	3	C / III	8.42963215650583
YCR051W	3	C / III	9.28815598497769
YCR052W	3	C / III	6.6815606023872
YCR059C	3	C / III	8.69142480549683
YCR061W	3	C / III	6.15820527060136
YCR063W	3	C / III	7.04050745135294
YCR065W	3	C / III	9.17757126630166
YCR066W	3	C / III	9.69797793054879
YCR068W	3	C / III	10.5812207201116
YCR071C	3	C / III	9.68739842507607
YCR073W-A	3	C / III	8.99029050726424
YCR076C	3	C / III	9.84934266069376
YCR077C	3	C / III	7.32684381585274
YCR079W	3	C / III	9.81762567013523
YCR081W	3	C / III	7.74969456238694
YCR082W	3	C / III	10.0439628404679
YCR085W	3	C / III	10.2086974540644
YCR086W	3	C / III	9.699404164057
YCR087C-A	3	C / III	9.63357780184523
YCR087W	3	C / III	9.1315723978422
YCR090C	3	C / III	10.3271255696587
YCR091W	3	C / III	9.21308220545141
YCR092C	3	C / III	10.1883103882421
YCR093W	3	C / III	8.89878239120656
YCR094W	3	C / III	10.3254790154002
YCR095C	3	C / III	10.0161976926317
YCR098C	3	C / III	10.6083755006164
YCR099C	3	C / III	10.3251028633806
YCR100C	3	C / III	9.63593249372128
YCR101C	3	C / III	9.94028332839597
YCR102C	3	C / III	10.5449701029275
YCR102W-A	3	C / III	10.4198648975199
YCR105W	3	C / III	9.7880857155537
YCR106W	3	C / III	10.3047996619598
YDL001W	4	D / IV	9.77944083670552
YDL002C	4	D / IV	8.2281607266288
YDL003W	4	D / IV	9.81933105606117
YDL004W	4	D / IV	7.61676763228174
YDL005C	4	D / IV	8.23964381776862
YDL006W	4	D / IV	10.0455318013562
YDL007W	4	D / IV	9.64968387942653
YDL008W	4	D / IV	9.77312967183041
YDL009C	4	D / IV	8.39705300909278
YDL010W	4	D / IV	7.75628991820616
YDL011C	4	D / IV	8.90769831907136
YDL012C	4	D / IV	10.2064524799423
YDL013W	4	D / IV	9.70577972438445
YDL014W	4	D / IV	8.87153888917115
YDL015C	4	D / IV	5.88961784640578
YDL016C	4	D / IV	6.78125296300708
YDL017W	4	D / IV	7.46382829473642
YDL018C	4	D / IV	8.99256119897326
YDL019C	4	D / IV	7.1028121880219
YDL020C	4	D / IV	7.07390767172204
YDL021W	4	D / IV	6.03181719352684
YDL022W	4	D / IV	7.71139648523124
YDL023C	4	D / IV	6.22512305762401
YDL024C	4	D / IV	9.71473200367678
YDL025C	4	D / IV	9.13890421668864
YDL026W	4	D / IV	6.15096401258353
YDL027C	4	D / IV	6.76018309305539
YDL028C	4	D / IV	9.69499236629092
YDL029W	4	D / IV	8.9785821114829
YDL030W	4	D / IV	6.97208464895448
YDL032W	4	D / IV	8.86053956132412
YDL033C	4	D / IV	9.10800650953583
YDL034W	4	D / IV	5.9337291346072
YDL035C	4	D / IV	6.16820522895963
YDL036C	4	D / IV	6.28065383369866
YDL037C	4	D / IV	9.37453855117594
YDL038C	4	D / IV	7.38414231842807
YDL039C	4	D / IV	9.47209868993038
YDL040C	4	D / IV	10.0197899179588
YDL041W	4	D / IV	8.98938432666312
YDL042C	4	D / IV	7.3016828003237
YDL043C	4	D / IV	7.66057938450934
YDL044C	4	D / IV	9.94246933355427
YDL045C	4	D / IV	9.09815726213445
YDL045W-A	4	D / IV	6.07777975493192
YDL046W	4	D / IV	9.64560713825294
YDL047W	4	D / IV	7.38076701229595
YDL048C	4	D / IV	8.89620624249453
YDL049C	4	D / IV	9.57039476931544
YDL050C	4	D / IV	9.8464904710714
YDL051W	4	D / IV	7.58744141562122
YDL052C	4	D / IV	9.65768831619938
YDL053C	4	D / IV	9.83614804158833
YDL054C	4	D / IV	9.67332353132248
YDL055C	4	D / IV	9.2804083302919
YDL056W	4	D / IV	10.1864809937364
YDL057W	4	D / IV	6.98266769200947
YDL059C	4	D / IV	8.05108645208725
YDL060W	4	D / IV	9.49426623027938
YDL061C	4	D / IV	6.1006178678565
YDL062W	4	D / IV	9.66052966735806
YDL063C	4	D / IV	8.11514963162123
YDL064W	4	D / IV	9.89732288300376
YDL065C	4	D / IV	7.1108376047169
YDL066W	4	D / IV	6.99882185715297
YDL067C	4	D / IV	9.41401897649682
YDL068W	4	D / IV	10.1560514106465
YDL069C	4	D / IV	6.03093541545457
YDL070W	4	D / IV	9.21741553516092
YDL071C	4	D / IV	9.0143504199267
YDL072C	4	D / IV	10.4367841328449
YDL073W	4	D / IV	8.56488204914884
YDL074C	4	D / IV	9.13013689803227
YDL075W	4	D / IV	6.24457967069628
YDL076C	4	D / IV	6.3427193002423
YDL077C	4	D / IV	7.9124327889935
YDL078C	4	D / IV	9.80836161086375
YDL079C	4	D / IV	9.46145326569016
YDL080C	4	D / IV	9.08630378324652
YDL081C	4	D / IV	5.85726729140208
YDL082W	4	D / IV	6.43416706122432
YDL083C	4	D / IV	7.14304182458323
YDL084W	4	D / IV	9.52691087957975
YDL085W	4	D / IV	9.9279551972818
YDL086W	4	D / IV	9.18554934303945
YDL087C	4	D / IV	5.99396777535777
YDL088C	4	D / IV	9.68983967183925
YDL089W	4	D / IV	6.00538744615924
YDL090C	4	D / IV	9.47035770465302
YDL091C	4	D / IV	9.03441312351815
YDL092W	4	D / IV	9.86809666922922
YDL093W	4	D / IV	6.65487022851341
YDL094C	4	D / IV	7.94519494318365
YDL095W	4	D / IV	9.79313037214448
YDL096C	4	D / IV	5.92724797895166
YDL097C	4	D / IV	7.80186949896962
YDL098C	4	D / IV	8.8397452125169
YDL099W	4	D / IV	6.62280908082428
YDL100C	4	D / IV	9.94784890742677
