Transaction,Items
0403326035,50500601 - Support posts
0403326035,80015099 - Compressed Air Electro general/general/others
0403326035,80905008 - Global/unspecific Electro Cables
0403326035,80906199 - global/unspececific Rubber Parts others
0403326035,81010108 - Leonardo Installations
0403326035,81010109 - Milking System - AMS Multibox
0403326035,81036199 - Vacuum Technology Rubber general/others
0403326035,81038099 - Vacuum Technology Fitting/Fixing Parts general/oth
0403326035,81039999 - Vacuum Technology general/others
0403326035,82078001 - Attachment Parts Selection for Cows
0403326035,83010299 - Milk Outlet Equipment
0403326035,95010101 - Tools
0403326035,95030101 - Poster
0403326041,81010109 - Milking System - AMS Multibox
0403326057,80020101 - Service Kits Milking Systems
0403326057,80020110 - Service Kits Herd Management
0403326057,81085001 - Milk Control Units Control Valves
0403326057,81086199 - Milk Control Units Rubber general/others
0403326057,81096102 - Clusters Rubber long Milk Tubes
0403326090,10040502 - Accessories Milk Lines Stainless Steel  metric
0403326097,80020101 - Service Kits Milking Systems
0403326097,80020104 - Service Kits Milk Handling
0403326097,80906102 - Global/unspecific Rubber O-Rings
0403326097,81050103 - Air Injector Specific Parts
0403326097,81059999 - Cleaning general/others
0403326118,81080101 - Milk Control Units Cylinder
0403326126,40020101 - Fluid Alkaline Manual Detergent
0403326126,40030102 - Non-Iodine Udder Washes
0403326126,40030203 - Iodine Barrier Teat Dips
0403326126,40030301 - Teat Sealing
0403326126,40050101 - Fluid Hand Soap
0403326279,82068004 - Feeding Attachment Parts Calf Feeders (Control and
0403326283,80020106 - Service Kits Pulsation
0403326286,81010109 - Milking System - AMS Multibox
0403326287,80020103 - Service Kits Vacuum Equipment
0403326288,80020103 - Service Kits Vacuum Equipment
0403326289,80020103 - Service Kits Vacuum Equipment
0403326290,71025099 - Milking Accessories other
0403326290,80020103 - Service Kits Vacuum Equipment
0403326290,81039999 - Vacuum Technology general/others
0403326303,10010898 - Milking Parlour Accessories
0403326303,10010899 - Milking Parlour Accessories others
0403326303,10019898 - Milking Parlour Frames diverse attachment parts
0403326303,10030101 - Oil Vane Style Pump
0403326303,10030699 - Frequency Converter Vacuum Pumps
0403326303,10030703 - Vacuum Regulators (servo-controlled)
0403326303,10030801 - Vacuum Pipes Plastic
0403326303,10030804 - Vacuum Distribution System Accessories
0403326303,10040201 - Milk Filter
0403326303,10040401 - Milk Pipe Plastic
0403326303,10040402 - Pipe Stainless Steel metric
0403326303,10040501 - Accessories Milk Lines Plastic
0403326303,10040502 - Accessories Milk Lines Stainless Steel  metric
0403326303,10050102 - Through System Washers
0403326303,10050201 - CIP Units for Cows
0403326303,10060101 - Pulsators (electric) with Stimulation
0403326303,10069998 - Pulsation diverse attachement parts
0403326303,10080106 - Milking Control Units DeMax for Milking Parlours w
0403326303,10080301 - Tack-Off Cylinder
0403326303,10091101 - IQ
0403326303,10999999 - Global/unspecific others
0403326303,20010501 - Dairyplan-CDs
0403326303,20020199 - Elektronik hardware VC3
0403326303,20020299 - Electronic Hardware DPNET
0403326303,20020499 - Electronic Hardware other versions
0403326303,"20040101 - Parlour ID for Cows Herringbone Parlours, ATD and "
0403326303,20050102 - Milking Control Units with or without Milk Meterin
0403326303,20050104 - Milk Metering with accessories
0403326303,20050106 - Milk Samplers
0403326303,20060102 - Free Stall Feeders Cows
0403326303,80905005 - Global/unspecific Electro Terminal Blocks/Connecto
0403326303,80905008 - Global/unspecific Electro Cables
0403326303,80906199 - global/unspececific Rubber Parts others
0403326303,81010102 - Milking System - parallel
0403326303,81010108 - Leonardo Installations
0403326303,81048001 - Milk Handling Fixing/Fitting Milk Line Connection
0403326303,81090102 - Clusters Shells
0403326303,81096001 - Clusters Silicone Liners
0403326303,81096002 - Clusters Silicone long Milk Tubes
0403326303,81096105 - Clusters Rubber short Vacuum Tubes
0403326303,81096203 - Clusters PVC long Vacuum Tubes
0403326303,82025101 - Network Electronics VC3-Network
0403326303,82048099 - Parlour ID Attachment Parts
0403326303,82055001 - Milking Management Automatic Change Over Milking/C
0403326303,82068001 - Feeding Attachment Parts for Cows in Parlours/Rota
0403326303,82068002 - Feeding Attachment Parts Boxes for Cows in Stanchi
0403326303,95010101 - Tools
0403326303,95080101 - Gifts / Presents
0403326303,95110101 - Sticker / Warning Labels / Signs Milking Systems
0403326306,10010503 - Mione
0403326306,10010899 - Milking Parlour Accessories others
0403326306,10019898 - Milking Parlour Frames diverse attachment parts
0403326306,10030101 - Oil Vane Style Pump
0403326306,10030501 - Vacuum Tanks
0403326306,10030699 - Frequency Converter Vacuum Pumps
0403326306,10030703 - Vacuum Regulators (servo-controlled)
0403326306,10030801 - Vacuum Pipes Plastic
0403326306,10030804 - Vacuum Distribution System Accessories
0403326306,10031001 - Vacuum Technology diverse attachment parts
0403326306,10040403 - Milk Pipe Stainless Steel Inch
0403326306,10040503 - Accessories Milk Lines Stainless Steel inch
0403326306,10999999 - Global/unspecific others
0403326306,20010501 - Dairyplan-CDs
0403326306,20030101 - Identification (Responder) complete
0403326306,"20040101 - Parlour ID for Cows Herringbone Parlours, ATD and "
0403326306,20070101 - Parlour Selection for Cows
0403326306,20070102 - Selection AMS for Cows
0403326306,80905007 - Global/unspecific Electronic Parts Installation Ma
0403326306,80906102 - Global/unspecific Rubber O-Rings
0403326306,80906199 - global/unspececific Rubber Parts others
0403326306,80908001 - Global/unspecific Screws / Nuts / Washers / Rivets
0403326306,81010108 - Leonardo Installations
0403326306,81010109 - Milking System - AMS Multibox
0403326306,81036199 - Vacuum Technology Rubber general/others
0403326306,81038099 - Vacuum Technology Fitting/Fixing Parts general/oth
0403326306,81039999 - Vacuum Technology general/others
0403326306,81048099 - Milk Handling Fixing/Fitting Parts general/others
0403326306,81078099 - Cluster Posit. Fixing/Fitting general/others
0403326306,82030101 - ID Tags/Labels Collars and Accessories
0403326306,83010299 - Milk Outlet Equipment
0403326306,95010101 - Tools
0403326636,80905007 - Global/unspecific Electronic Parts Installation Ma
0403326636,81096101 - Clusters Rubber Liners
0403326636,89109010 - Services Product accompaying  Services - common - 
0403326754,81010109 - Milking System - AMS Multibox
0403326779,85900002 - Parts for Automatic feeding free stall
0403326863,10010499 - Parallel Parlours other versions
0403326863,10010899 - Milking Parlour Accessories others
0403326863,10030703 - Vacuum Regulators (servo-controlled)
0403326863,10030801 - Vacuum Pipes Plastic
0403326863,10030804 - Vacuum Distribution System Accessories
0403326863,10040502 - Accessories Milk Lines Stainless Steel  metric
0403326863,10070101 - Cluster Positioning for Cows
0403326863,"10080299 - Kick-Off Sensor complete (VisoFlow, METATRON MB) o"
0403326863,20020199 - Elektronik hardware VC3
0403326863,20020299 - Electronic Hardware DPNET
0403326863,"20040101 - Parlour ID for Cows Herringbone Parlours, ATD and "
0403326863,80010106 - Compressed Air Compressors
0403326863,80906199 - global/unspececific Rubber Parts others
0403326863,81019999 - Milking System general/others
0403326863,81048001 - Milk Handling Fixing/Fitting Milk Line Connection
0403326863,81096001 - Clusters Silicone Liners
0403326863,81096002 - Clusters Silicone long Milk Tubes
0403326863,81096203 - Clusters PVC long Vacuum Tubes
0403326863,82048099 - Parlour ID Attachment Parts
0403326863,82055001 - Milking Management Automatic Change Over Milking/C
0403326863,95010101 - Tools
0403326873,81096001 - Clusters Silicone Liners
0403326873,82065101 - Feeding Eproms Software
0403326888,40030204 - Non-Iodine Teat Dips
0403326888,70020401 - for Application
0403326915,82068005 - Feeding Optional Attachment Parts for Calf Feeders
0403326918,81066199 - Pulsation Rubber general/others
0403326919,80020106 - Service Kits Pulsation
0403326919,80020110 - Service Kits Herd Management
0403326919,81050103 - Air Injector Specific Parts
0403326924,81045002 - Milk Handling Level Controls
0403326924,81060106 - Pulsation Electric
0403326925,40010501 - Fluid Special CIP Products
0403326925,40020501 - Fluid Special Manual Products
0403326925,40030203 - Iodine Barrier Teat Dips
0403326925,71023099 - Udder Paper other
0403326925,71026099 - Milking Aprons and Gloves other
0403326925,81096101 - Clusters Rubber Liners
0403326925,81096105 - Clusters Rubber short Vacuum Tubes
0403326951,10010502 - T!tan
0403326951,80020101 - Service Kits Milking Systems
0403326951,80020104 - Service Kits Milk Handling
0403326951,80020105 - Service Kits Sanitation
0403326951,80906199 - global/unspececific Rubber Parts others
0403326951,81010109 - Milking System - AMS Multibox
0403326951,81045004 - Milk Handling Milk Pumps
0403326951,81059999 - Cleaning general/others
0403326951,81080102 - Milk Flow Sensor
0403326951,81090101 - Clusters Claws
0403326951,81096101 - Clusters Rubber Liners
0403326951,83025001 - Refrigeration Compressors
0403326951,83030399 - Level detection
0403326951,83035101 - Electronic Regulation
0403326951,83055001 - Wash Pumps
0403327025,83010299 - Milk Outlet Equipment
0403327030,40030204 - Non-Iodine Teat Dips
0403327063,20030201 - Activity Sensor
0403327063,80020101 - Service Kits Milking Systems
0403327063,80020103 - Service Kits Vacuum Equipment
0403327063,80906199 - global/unspececific Rubber Parts others
0403327063,81056199 - Cleaning Rubber general/others
0403327063,81059999 - Cleaning general/others
0403327063,81096101 - Clusters Rubber Liners
0403327063,81096102 - Clusters Rubber long Milk Tubes
0403327063,82030102 - ID Tags/Labels Leg Bands and Accessories
0403327063,82056199 - Milking Management Rubber general/others
0403327063,82068002 - Feeding Attachment Parts Boxes for Cows in Stanchi
0403327063,83045001 - Agitator Motors and Parts
0403327128,81059999 - Cleaning general/others
0403327132,50700103 - Galebreaker
0403327132,50700107 - Loose curtains
0403327132,50700108 - Windbarrier- / Birdnets
0403327132,85700103 - Parts for Galebreaker
0403327132,85700199 - Parts for side ventilation (other)
0403327136,80905020 - Global/unspecific Electro Sensors/Limit Switch/The
0403327136,81010109 - Milking System - AMS Multibox
0403327136,81085101 - Milk Control Units
0403327136,82025101 - Network Electronics VC3-Network
0403327149,80020101 - Service Kits Milking Systems
0403327152,30019999 - Cooling Tanks other versions
0403327204,10999999 - Global/unspecific others
0403327204,20020499 - Electronic Hardware other versions
0403327204,20030201 - Activity Sensor
0403327204,20040302 - UHF 433 MHz Identification System
0403327204,80905008 - Global/unspecific Electro Cables
0403327204,82025101 - Network Electronics VC3-Network
0403327204,82030101 - ID Tags/Labels Collars and Accessories
0403327204,82045101 - Parlour ID Tranceiver Cards
0403327204,82065101 - Feeding Eproms Software
0403327269,81015199 - Milking System Electronic others
0403327857,40030203 - Iodine Barrier Teat Dips
0403327885,10040201 - Milk Filter
0403327908,10010503 - Mione
0403327909,80906199 - global/unspececific Rubber Parts others
0403327910,20070199 - Other Selection for Cows
0403327911,89109010 - Services Product accompaying  Services - common - 
0403327912,81096101 - Clusters Rubber Liners
0403327913,81096101 - Clusters Rubber Liners
0403327914,81090101 - Clusters Claws
0403327914,81096101 - Clusters Rubber Liners
0403327915,82068002 - Feeding Attachment Parts Boxes for Cows in Stanchi
0403327916,50500601 - Support posts
0403327916,50600299 - Manure scrapers (other)
0403327918,10070101 - Cluster Positioning for Cows
0403327918,10999999 - Global/unspecific others
0403327918,20030101 - Identification (Responder) complete
0403327918,20030201 - Activity Sensor
0403327918,40010201 - Fluid Acid CIP Detergent
0403327918,40010501 - Fluid Special CIP Products
0403327918,40020101 - Fluid Alkaline Manual Detergent
0403327918,40030203 - Iodine Barrier Teat Dips
0403327918,70020401 - for Application
0403327918,70899999 - other aftermarket supplies
0403327918,71021099 - Filter Sleeves / Cotton Discs other
0403327918,71022099 - Teat Cup Liners / Sleeves other
0403327918,71025099 - Milking Accessories other
0403327918,71064040 - Fetlock and Neck Marking Tapes
0403327918,80020106 - Service Kits Pulsation
0403327918,80020110 - Service Kits Herd Management
0403327918,80906101 - Global/unspecific Rubber Gaskets
0403327918,80906299 - Global/unspecific Plastic Parts others
0403327918,80908001 - Global/unspecific Screws / Nuts / Washers / Rivets
0403327918,81039999 - Vacuum Technology general/others
0403327918,81046199 - Milk Handling Rubber general/others
0403327918,81060106 - Pulsation Electric
0403327918,81090101 - Clusters Claws
0403327918,81096001 - Clusters Silicone Liners
0403327918,81096101 - Clusters Rubber Liners
0403327918,81096103 - Clusters Rubber short Milk Tubes
0403327918,81096203 - Clusters PVC long Vacuum Tubes
0403327918,82030101 - ID Tags/Labels Collars and Accessories
0403327918,82030102 - ID Tags/Labels Leg Bands and Accessories
0403327918,82050104 - Milking Management Sampler Metatron
0403327918,82068004 - Feeding Attachment Parts Calf Feeders (Control and
0403327927,81055099 - Cleaning Electro general/others
0403327962,20030201 - Activity Sensor
0403327962,81096102 - Clusters Rubber long Milk Tubes
0403327962,82030101 - ID Tags/Labels Collars and Accessories
0403327969,80020103 - Service Kits Vacuum Equipment
0403327969,80020104 - Service Kits Milk Handling
0403327969,80905001 - Global/unspecific Electro Relays
0403327969,80906101 - Global/unspecific Rubber Gaskets
0403327969,81060106 - Pulsation Electric
0403327969,81080102 - Milk Flow Sensor
0403328004,20030201 - Activity Sensor
0403328004,82030102 - ID Tags/Labels Leg Bands and Accessories
0403328025,81010104 - Milking System - Autorotor
0403328039,80020106 - Service Kits Pulsation
0403328039,80020110 - Service Kits Herd Management
0403328039,80906102 - Global/unspecific Rubber O-Rings
0403328039,81096103 - Clusters Rubber short Milk Tubes
0403328058,80020101 - Service Kits Milking Systems
0403328058,80020103 - Service Kits Vacuum Equipment
0403328058,80020106 - Service Kits Pulsation
0403328058,83035004 - Contactors and delays
0403328078,80020101 - Service Kits Milking Systems
0403328124,50600402 - Manure mixers EISELE
0403328131,83025002 - Fan Motors and Accessories
0403328131,83035002 - Pressure Switches
0403328165,82050103 - Milking Management Metering Box / Valves
0403328185,10040503 - Accessories Milk Lines Stainless Steel inch
0403328185,80016299 - Compressed Air PVC/Plastic Parts general/others
0403328185,80019999 - Compressed Air general/others
0403328185,80906102 - Global/unspecific Rubber O-Rings
0403328185,81010109 - Milking System - AMS Multibox
0403328185,81059999 - Cleaning general/others
0403328185,81090101 - Clusters Claws
0403328186,"10040102 - Milk Receiver Pump, Stainless Steel"
0403328186,20030101 - Identification (Responder) complete
0403328186,20070102 - Selection AMS for Cows
0403328186,80019999 - Compressed Air general/others
0403328186,81010109 - Milking System - AMS Multibox
0403328186,81015199 - Milking System Electronic others
0403328186,81046199 - Milk Handling Rubber general/others
0403328186,81096001 - Clusters Silicone Liners
0403328186,81096101 - Clusters Rubber Liners
0403328186,82030101 - ID Tags/Labels Collars and Accessories
0403328730,10050102 - Through System Washers
0403328989,80906101 - Global/unspecific Rubber Gaskets
0403329003,40030203 - Iodine Barrier Teat Dips
0403329057,10010898 - Milking Parlour Accessories
0403329057,10010912 - Autorotor PerFormer
0403329057,10040502 - Accessories Milk Lines Stainless Steel  metric
0403329057,10091102 - Classic 300
0403329057,80019999 - Compressed Air general/others
0403329057,80020101 - Service Kits Milking Systems
0403329057,80020103 - Service Kits Vacuum Equipment
0403329057,80020104 - Service Kits Milk Handling
0403329057,80020106 - Service Kits Pulsation
0403329057,80020110 - Service Kits Herd Management
0403329057,80905020 - Global/unspecific Electro Sensors/Limit Switch/The
0403329057,80906101 - Global/unspecific Rubber Gaskets
0403329057,80906199 - global/unspececific Rubber Parts others
0403329057,80908001 - Global/unspecific Screws / Nuts / Washers / Rivets
0403329057,80908099 - Global/unspecific Fixings/Fittings others
0403329057,81010109 - Milking System - AMS Multibox
0403329057,81028099 - Crowd Gate Frame /Fixing Parts general/others
0403329057,81029999 - Crowd Gate general/others
0403329057,81030102 - Vacuum Technology Oilers
0403329057,81045003 - Milk Handling Automatic Drain Valves
0403329057,81046199 - Milk Handling Rubber general/others
0403329057,81059999 - Cleaning general/others
0403329057,81060106 - Pulsation Electric
0403329057,81066199 - Pulsation Rubber general/others
0403329057,81080101 - Milk Control Units Cylinder
0403329057,81080102 - Milk Flow Sensor
0403329057,81085102 - Milk Control Units
0403329057,81090101 - Clusters Claws
0403329057,81096002 - Clusters Silicone long Milk Tubes
0403329057,81096101 - Clusters Rubber Liners
0403329057,81096103 - Clusters Rubber short Milk Tubes
0403329057,82025101 - Network Electronics VC3-Network
0403329057,82050103 - Milking Management Metering Box / Valves
0403329057,82065101 - Feeding Eproms Software
0403329057,82068002 - Feeding Attachment Parts Boxes for Cows in Stanchi
0403329057,82068004 - Feeding Attachment Parts Calf Feeders (Control and
0403329057,82068005 - Feeding Optional Attachment Parts for Calf Feeders
0403329057,85900002 - Parts for Automatic feeding free stall
0403329057,95010101 - Tools
0403329103,80020101 - Service Kits Milking Systems
0403329103,80020106 - Service Kits Pulsation
0403329103,81010109 - Milking System - AMS Multibox
0403329103,81045004 - Milk Handling Milk Pumps
0403329256,30010109 - Tcool Ø 2250
0403329290,81096101 - Clusters Rubber Liners
0403329457,10010502 - T!tan
0403329457,10010503 - Mione
0403329457,20020199 - Elektronik hardware VC3
0403329457,80010103 - Compressed Air Regulators
0403329457,80015099 - Compressed Air Electro general/general/others
0403329457,80019999 - Compressed Air general/others
0403329457,80020101 - Service Kits Milking Systems
0403329457,80020104 - Service Kits Milk Handling
0403329457,80029999 - Accessories / Spare Parts Global/unspecific - Serv
0403329457,80905002 - Global/unspecific Electro Switch/Control Element/S
0403329457,80905010 - Global/unspecific Electro Automation/Logic
0403329457,80905020 - Global/unspecific Electro Sensors/Limit Switch/The
0403329457,80906101 - Global/unspecific Rubber Gaskets
0403329457,80906199 - global/unspececific Rubber Parts others
0403329457,80906299 - Global/unspecific Plastic Parts others
0403329457,80908001 - Global/unspecific Screws / Nuts / Washers / Rivets
0403329457,81010109 - Milking System - AMS Multibox
0403329457,81030101 - Vacuum Technology Vanes
0403329457,81036199 - Vacuum Technology Rubber general/others
0403329457,81040102 - Milk Handling Draining Devices
0403329457,81045001 - Milk Handling Float Switches
0403329457,81045005 - Milk Handling Milk Pump Motors
0403329457,81045099 - Milk Handling Electro general/others
0403329457,81049999 - Milk Handling general/others
0403329457,81055001 - Cleaning Electro Heaters
0403329457,81055099 - Cleaning Electro general/others
0403329457,81059999 - Cleaning general/others
0403329457,81060106 - Pulsation Electric
0403329457,81080101 - Milk Control Units Cylinder
0403329457,81085001 - Milk Control Units Control Valves
0403329457,81085099 - Milk Control Units Electro general/others
0403329457,81085103 - Milk Control Units Electronic Cards
0403329457,82025101 - Network Electronics VC3-Network
0403329457,82025102 - Network Electronic DPNet-Network
0403329457,82025199 - Network Electronics Electronic Hardware others
0403329457,82050103 - Milking Management Metering Box / Valves
0403329457,82065101 - Feeding Eproms Software
0403329980,40030102 - Non-Iodine Udder Washes
0403329980,40030201 - Iodine Teat Dips
0403329980,40030203 - Iodine Barrier Teat Dips
0403330050,40010201 - Fluid Acid CIP Detergent
0403330050,40010501 - Fluid Special CIP Products
0403330050,40030201 - Iodine Teat Dips
0403330050,40040201 - Bedding Powder
0403330152,40010201 - Fluid Acid CIP Detergent
0403330152,40030201 - Iodine Teat Dips
0403330152,40040201 - Bedding Powder
0403330180,20010402 - VPU Processing Unit with software
0403330180,20010501 - Dairyplan-CDs
0403330180,20020299 - Electronic Hardware DPNET
0403330180,20020499 - Electronic Hardware other versions
0403330180,20030201 - Activity Sensor
0403330180,"20040101 - Parlour ID for Cows Herringbone Parlours, ATD and "
0403330180,20040302 - UHF 433 MHz Identification System
0403330180,80905008 - Global/unspecific Electro Cables
0403330188,10010503 - Mione
0403330188,10010504 - DairyProQ M-Line
0403330188,10010899 - Milking Parlour Accessories others
0403330188,10019898 - Milking Parlour Frames diverse attachment parts
0403330188,10030101 - Oil Vane Style Pump
0403330188,10030501 - Vacuum Tanks
0403330188,10030699 - Frequency Converter Vacuum Pumps
0403330188,10030703 - Vacuum Regulators (servo-controlled)
0403330188,10030801 - Vacuum Pipes Plastic
0403330188,10030804 - Vacuum Distribution System Accessories
0403330188,10031001 - Vacuum Technology diverse attachment parts
0403330188,10040403 - Milk Pipe Stainless Steel Inch
0403330188,10040503 - Accessories Milk Lines Stainless Steel inch
0403330188,10999999 - Global/unspecific others
0403330188,20020199 - Elektronik hardware VC3
0403330188,20020499 - Electronic Hardware other versions
0403330188,"20040101 - Parlour ID for Cows Herringbone Parlours, ATD and "
0403330188,20060102 - Free Stall Feeders Cows
0403330188,20070101 - Parlour Selection for Cows
0403330188,20070102 - Selection AMS for Cows
0403330188,30010113 - VCool 20000
0403330188,30049999 -  Cooling Tanks Accessories others
0403330188,30050102 - PK Plate Cooler
0403330188,30050699 - Robot Buffer Tanks
0403330188,71025099 - Milking Accessories other
0403330188,80016299 - Compressed Air PVC/Plastic Parts general/others
0403330188,80018001 - Compressed Air Fittings
0403330188,80905007 - Global/unspecific Electronic Parts Installation Ma
0403330188,80905008 - Global/unspecific Electro Cables
0403330188,80906102 - Global/unspecific Rubber O-Rings
0403330188,80906199 - global/unspececific Rubber Parts others
0403330188,80906201 - Global/unspecific Parts PVC Hoses
0403330188,80908002 - Global/unspecific Brackets / Plates / Flat Steels 
0403330188,81010108 - Leonardo Installations
0403330188,81010109 - Milking System - AMS Multibox
0403330188,81010121 - Melksysteme - DairyProQ - M-Line
0403330188,81038099 - Vacuum Technology Fitting/Fixing Parts general/oth
0403330188,81056199 - Cleaning Rubber general/others
0403330188,81096002 - Clusters Silicone long Milk Tubes
0403330188,83999999 - Cooling Parts general/others
0403330188,95010101 - Tools
0403330190,10010503 - Mione
0403330190,10010899 - Milking Parlour Accessories others
0403330190,10019898 - Milking Parlour Frames diverse attachment parts
0403330190,10030101 - Oil Vane Style Pump
0403330190,10030501 - Vacuum Tanks
0403330190,10030699 - Frequency Converter Vacuum Pumps
0403330190,10030703 - Vacuum Regulators (servo-controlled)
0403330190,10030801 - Vacuum Pipes Plastic
0403330190,10030804 - Vacuum Distribution System Accessories
0403330190,10031001 - Vacuum Technology diverse attachment parts
0403330190,10040403 - Milk Pipe Stainless Steel Inch
0403330190,10040503 - Accessories Milk Lines Stainless Steel inch
0403330190,10999999 - Global/unspecific others
0403330190,20020499 - Electronic Hardware other versions
0403330190,20030201 - Activity Sensor
0403330190,"20040101 - Parlour ID for Cows Herringbone Parlours, ATD and "
0403330190,20040302 - UHF 433 MHz Identification System
0403330190,20070101 - Parlour Selection for Cows
0403330190,20070102 - Selection AMS for Cows
0403330190,30049999 -  Cooling Tanks Accessories others
0403330190,80905008 - Global/unspecific Electro Cables
0403330190,80906102 - Global/unspecific Rubber O-Rings
0403330190,80906199 - global/unspececific Rubber Parts others
0403330190,80908001 - Global/unspecific Screws / Nuts / Washers / Rivets
0403330190,81010108 - Leonardo Installations
0403330190,81010109 - Milking System - AMS Multibox
0403330190,81036199 - Vacuum Technology Rubber general/others
0403330190,81038099 - Vacuum Technology Fitting/Fixing Parts general/oth
0403330190,81039999 - Vacuum Technology general/others
0403330190,81048099 - Milk Handling Fixing/Fitting Parts general/others
0403330190,81078099 - Cluster Posit. Fixing/Fitting general/others
0403330190,82030101 - ID Tags/Labels Collars and Accessories
0403330190,82078001 - Attachment Parts Selection for Cows
0403330190,95010101 - Tools
0403330224,80908001 - Global/unspecific Screws / Nuts / Washers / Rivets
0403330224,81010109 - Milking System - AMS Multibox
0403330281,10040503 - Accessories Milk Lines Stainless Steel inch
0403330291,82055102 - Milking Management Controls
0403330292,81090101 - Clusters Claws
0403330293,81096101 - Clusters Rubber Liners
0403330294,81096001 - Clusters Silicone Liners
0403330295,71064040 - Fetlock and Neck Marking Tapes
0403330296,81055099 - Cleaning Electro general/others
0403330296,85600105 - Parts for Hydraulic drive-units
0403330297,40010201 - Fluid Acid CIP Detergent
0403330299,81096101 - Clusters Rubber Liners
0403330300,80015099 - Compressed Air Electro general/general/others
0403330301,40030204 - Non-Iodine Teat Dips
0403330302,40010201 - Fluid Acid CIP Detergent
0403330302,71022099 - Teat Cup Liners / Sleeves other
0403330302,71025099 - Milking Accessories other
0403330302,81089999 - Milk Control Units general/others
0403330452,40030201 - Iodine Teat Dips
0403330523,10030804 - Vacuum Distribution System Accessories
0403330523,10040502 - Accessories Milk Lines Stainless Steel  metric
0403330523,10091102 - Classic 300
0403330523,20030201 - Activity Sensor
0403330523,70020204 - Feeding Devices
0403330523,80020101 - Service Kits Milking Systems
0403330523,80020104 - Service Kits Milk Handling
0403330523,80020105 - Service Kits Sanitation
0403330523,80020106 - Service Kits Pulsation
0403330523,80904001 - Cylinders/Actuators
0403330523,80905002 - Global/unspecific Electro Switch/Control Element/S
0403330523,80905005 - Global/unspecific Electro Terminal Blocks/Connecto
0403330523,80905020 - Global/unspecific Electro Sensors/Limit Switch/The
0403330523,80905099 - Global/unspecific Electro others
0403330523,80906103 - Global/unspecific Rubber Diaphrams
0403330523,80906199 - global/unspececific Rubber Parts others
0403330523,80908001 - Global/unspecific Screws / Nuts / Washers / Rivets
0403330523,81010101 - Milking System - Traditional
0403330523,81010104 - Milking System - Autorotor
0403330523,81010109 - Milking System - AMS Multibox
0403330523,81019999 - Milking System general/others
0403330523,81030102 - Vacuum Technology Oilers
0403330523,81045003 - Milk Handling Automatic Drain Valves
0403330523,81045005 - Milk Handling Milk Pump Motors
0403330523,81046099 - Milk Handling Silicon general/others
0403330523,81049999 - Milk Handling general/others
0403330523,81050101 - Cleaning Detergent Containers
0403330523,81050102 - CIP Units Specific Parts
0403330523,81050201 - Udder Sanitation in Parlour System Parts
0403330523,81055001 - Cleaning Electro Heaters
0403330523,81056199 - Cleaning Rubber general/others
0403330523,81059999 - Cleaning general/others
0403330523,81060106 - Pulsation Electric
0403330523,81068099 - Pulsation Fixing/Fitting general/others
0403330523,81080101 - Milk Control Units Cylinder
0403330523,81089999 - Milk Control Units general/others
0403330523,81096101 - Clusters Rubber Liners
0403330523,81096103 - Clusters Rubber short Milk Tubes
0403330523,81096105 - Clusters Rubber short Vacuum Tubes
0403330523,82030102 - ID Tags/Labels Leg Bands and Accessories
0403330523,82050103 - Milking Management Metering Box / Valves
0403330523,82050104 - Milking Management Sampler Metatron
0403330523,82068003 - Feeding Attachment Parts Concentrate Feeding calfs
0403330523,82068004 - Feeding Attachment Parts Calf Feeders (Control and
0403330523,82068099 - Feeding Fixing/Attachment Parts others
0403330525,20030101 - Identification (Responder) complete
0403330525,20030201 - Activity Sensor
0403330525,40010201 - Fluid Acid CIP Detergent
0403330525,40010501 - Fluid Special CIP Products
0403330525,40020501 - Fluid Special Manual Products
0403330525,40030203 - Iodine Barrier Teat Dips
0403330525,40030204 - Non-Iodine Teat Dips
0403330525,70899999 - other aftermarket supplies
0403330525,71011010 - Calf Feeders / Teats / Drinking Bottles
0403330525,71021099 - Filter Sleeves / Cotton Discs other
0403330525,71022099 - Teat Cup Liners / Sleeves other
0403330525,71025099 - Milking Accessories other
0403330525,71026099 - Milking Aprons and Gloves other
0403330525,71027020 - Udder Treatment / Milk Testing
0403330525,80020104 - Service Kits Milk Handling
0403330525,80020106 - Service Kits Pulsation
0403330525,80020110 - Service Kits Herd Management
0403330525,80905012 - Global/unspecific Electro Drives/Motors/Pump/Van/V
0403330525,80906101 - Global/unspecific Rubber Gaskets
0403330525,81029999 - Crowd Gate general/others
0403330525,81035099 - Vacuum Technology Electro general/others
0403330525,81038099 - Vacuum Technology Fitting/Fixing Parts general/oth
0403330525,81039999 - Vacuum Technology general/others
0403330525,81045099 - Milk Handling Electro general/others
0403330525,81046199 - Milk Handling Rubber general/others
0403330525,81050102 - CIP Units Specific Parts
0403330525,81055099 - Cleaning Electro general/others
0403330525,81090101 - Clusters Claws
0403330525,81090103 - Clusters Sight Glasses
0403330525,81096001 - Clusters Silicone Liners
0403330525,81096002 - Clusters Silicone long Milk Tubes
0403330525,81096101 - Clusters Rubber Liners
0403330525,81096103 - Clusters Rubber short Milk Tubes
0403330525,81096203 - Clusters PVC long Vacuum Tubes
0403330525,82030101 - ID Tags/Labels Collars and Accessories
0403330525,82030102 - ID Tags/Labels Leg Bands and Accessories
0403330525,82050103 - Milking Management Metering Box / Valves
0403330525,82068002 - Feeding Attachment Parts Boxes for Cows in Stanchi
0403330525,82068005 - Feeding Optional Attachment Parts for Calf Feeders
