Max Horizontal Resolution,Memory Technology,Installed Memory,Processor Speed,Processor,Manufacturer,Infrared,Bluetooth,Docking Station,Port Replicator,Fingerprint,Subwoofer,External Battery,CDMA,Operating System,Warranty-Days,Price
768,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1291
1050,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1293.42
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1328
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,NO,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1328.63
800,DDR2,512,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1329.95
768,DDR2,1000,1660,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1343.99
768,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1359
800,DDR2,512,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1359.95
768,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1369
800,DDR2,2000,1660,Intel Core2 Duo,Sony,NO,NO,NO,YES,NO,NO,NO,NO,WinXP_Pro,365,1369
768,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1378
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,NO,NO,NO,YES,NO,NO,NO,WinXP_Pro,365,1396.79
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1399
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1399.95
1050,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1405.27
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1415
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1419.95
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,NO,NO,NO,NO,NO,NO,NO,WinXP_Pro,365,1427.76
768,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1433
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1449.44
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1449.95
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1465
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1498
1050,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1509
768,DDR2,1000,2130,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1518.6
1050,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1521.64
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1545
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1560
800,DDR2,1000,2160,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1595
1050,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,NO,NO,YES,NO,NO,NO,WinXP_Pro,365,1616.21
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1619
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,NO,NO,NO,NO,NO,NO,WinXP_Pro,365,1649
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1649.95
800,DDR2,1000,2160,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1649.95
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,NO,NO,YES,NO,NO,NO,WinXP_Pro,365,1649.99
1200,DDR2,512,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1658
1050,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1663
800,DDR2,1000,2160,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1695
1050,DDR2,1000,2130,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1699
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1699.2
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1699.95
1050,DDR2,1000,2130,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1739.34
1200,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1808.95
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1810.63
1050,DDR2,1000,2130,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1819
800,DDR2,2000,2330,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1830.89
1200,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1836.95
1200,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1854.09
800,DDR2,2000,2160,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1876.51
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,NO,NO,NO,NO,NO,NO,WinXP_Pro,365,1898
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1899
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,NO,YES,YES,NO,NO,NO,WinXP_Pro,365,1909.99
800,DDR2,512,1660,Intel Core2 Duo,Toshiba,NO,NO,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,890
800,DDR2,512,1660,Intel Core2 Duo,Toshiba,NO,NO,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,890
800,DDR2,1000,1660,Intel Core2 Duo,Toshiba,NO,NO,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,909
800,DDR2,512,1660,Intel Core2 Duo,Toshiba,NO,NO,NO,NO,YES,NO,NO,NO,WinXP_Pro,365,942
800,DDR2,512,1830,Intel Core2 Duo,Toshiba,YES,NO,YES,NO,NO,NO,NO,NO,WinXP_Pro,365,945
800,DDR2,1000,1830,Intel Core2 Duo,Toshiba,NO,YES,NO,NO,YES,NO,NO,NO,WinXP_Pro,365,1008.55
800,DDR2,512,1660,Intel Core2 Duo,Toshiba,NO,NO,NO,NO,YES,NO,NO,NO,WinXP_Pro,365,1041.25
800,DDR2,1000,2000,Intel Core2 Duo,Toshiba,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1058
768,DDR2,512,1660,Intel Core2 Duo,Toshiba,NO,NO,NO,NO,YES,NO,NO,NO,WinXP_Pro,365,1082.9
800,DDR2,1000,1660,Intel Core2 Duo,Toshiba,NO,NO,YES,NO,YES,NO,NO,NO,WinXP_Pro,365,1201.9
768,DDR-SDRAM_(DDRRAM),512,1830,Intel Core2 Duo,Toshiba,NO,NO,YES,NO,NO,NO,NO,NO,WinXP_Pro,1095,1287.6
768,DDR2,1000,1830,Intel Core2 Duo,Toshiba,NO,YES,NO,NO,YES,NO,NO,NO,WinXP_Pro,1095,1331.1
800,DDR2,1000,1830,Intel Core2 Duo,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,WinXP_Pro,365,1360
800,DDR2,1000,1830,Intel Core2 Duo,Toshiba,YES,NO,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1374.45
768,DDR2,512,1830,Intel Core2 Duo,Toshiba,NO,NO,YES,NO,NO,NO,NO,NO,WinXP_Pro,1095,1600
800,DDR2,1000,1200,Intel Core2 Solo,HP_(Hewlett-Packard),NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,1095,868.43
800,DDR2,1000,1200,Intel Core2 Solo,HP_(Hewlett-Packard),NO,NO,YES,YES,YES,NO,NO,NO,WinXP_Pro,1095,899.95
800,DDR2,512,1660,Intel Core2 Solo,HP_(Hewlett-Packard),NO,NO,YES,NO,NO,NO,NO,NO,WinXP_Pro,365,952
768,DDR2,512,1660,Intel Core2 Solo,HP_(Hewlett-Packard),NO,NO,NO,NO,YES,NO,NO,NO,WinXP_Pro,1095,1065.05
768,DDR2,256,1660,Intel Core2 Solo,Lenovo,NO,NO,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1082
600,DDR2,512,1200,Intel Core2 Solo,Sony,NO,YES,NO,YES,NO,NO,NO,NO,WinXP_Pro,365,839
600,DDR2,1000,1200,Intel Core2 Solo,Sony,NO,YES,NO,YES,YES,NO,NO,NO,WinXP_Pro,365,1024.89
768,DDR2,1000,1200,Intel Core2 Solo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,WinXP_Pro,365,1445
768,DDR2,1000,1200,Intel Core2 Solo,Sony,NO,YES,NO,NO,NO,NO,NO,NO,WinXP_Pro,365,1619.95
768,DDR2,2000,1200,Intel Core2 Solo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,WinXP_Pro,365,1645
800,DDR2,512,1660,Intel Core2 Solo,Toshiba,NO,NO,YES,NO,NO,NO,NO,NO,WinXP_Pro,365,795
