Max Horizontal Resolution,Memory Technology,Installed Memory,Processor Speed,Processor,Manufacturer,Infrared,Bluetooth,Docking Station,Port Replicator,Fingerprint,Subwoofer,External Battery,CDMA,Operating System,Warranty-Days,Price
1200,DDR2,512,1830,Intel Core2 Duo,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,949.99
800,DDR2,1000,2000,Intel Core2 Duo,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,999.95
800,DDR2,1000,2000,Intel Core2 Duo,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1085.8
800,DDR2,1000,2160,Intel Core2 Duo,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1089.99
800,DDR2,512,2000,Intel Core2 Duo,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1199.99
800,DDR2,1000,2000,Intel Core2 Duo,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1249.99
800,DDR2,512,1830,Intel Core2 Duo,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1299.99
800,DDR2,1000,2160,Intel Core2 Duo,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1349.95
800,DDR2,512,2000,Intel Core2 Duo,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1549.99
900,DDR2,2000,2200,Intel Core2 Duo,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,1883.99
900,DDR2,2000,2330,Intel Core2 Duo,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1899
768,DDR-SDRAM_(DDRRAM),256,1000,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,539
768,SDRAM,250,933,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,559
768,DDR-SDRAM_(DDRRAM),256,1000,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,569
768,DDR-SDRAM_(DDRRAM),256,1330,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,579
768,DDR-SDRAM_(DDRRAM),256,867,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,579
768,DDR-SDRAM_(DDRRAM),256,1000,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,599
768,DDR-SDRAM_(DDRRAM),256,1200,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,649
768,DDR-SDRAM_(DDRRAM),512,1330,PowerPC,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,659
854,DDR-SDRAM_(DDRRAM),256,867,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,679
768,DDR-SDRAM_(DDRRAM),256,1330,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,729.99
768,DDR-SDRAM_(DDRRAM),512,1000,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,749.95
768,DDR-SDRAM_(DDRRAM),512,1500,PowerPC,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,779
768,DDR-SDRAM_(DDRRAM),512,1250,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,799
768,DDR-SDRAM_(DDRRAM),512,1420,PowerPC,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,799
960,DDR2,512,1670,PowerPC,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,949
900,DDR-SDRAM_(DDRRAM),512,1330,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,1029
900,DDR-SDRAM_(DDRRAM),512,1500,PowerPC,Apple,NO,NO,NO,NO,NO,NO,NO,NO,Mac_OS,365,1075
768,DDR-SDRAM_(DDRRAM),512,1500,PowerPC,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1129.99
900,DDR-SDRAM_(DDRRAM),512,1670,PowerPC,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1295
1050,DDR2,512,1670,PowerPC,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1399
854,DDR-SDRAM_(DDRRAM),512,1670,PowerPC,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1893.36
854,DDR-SDRAM_(DDRRAM),512,1670,PowerPC,Apple,NO,YES,NO,NO,NO,NO,NO,NO,Mac_OS,365,1893.36
800,DDR2,512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,642.61
800,DDR2,512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,652.59
768,DDR2,1000,1600,AMD Turion 64x2,Fujitsu,NO,NO,NO,NO,YES,NO,NO,NO,Vista_Business,365,1674
800,DDR2,512,1600,AMD Turion 64x2,HP_(Hewlett-Packard),NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,365,688.99
800,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),NO,NO,NO,NO,YES,NO,NO,NO,Vista_Business,365,757.98
800,DDR2,1000,1600,AMD Turion 64x2,HP_(Hewlett-Packard),NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,365,767.84
800,DDR2,1000,1800,AMD Turion 64x2,HP_(Hewlett-Packard),NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,1095,904.99
768,DDR2,512,1730,Intel Celeron,Lenovo,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,599.99
800,DDR2,512,1730,Intel Celeron,Toshiba,NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,365,730
800,DDR2,1000,1730,Intel Core2 Duo,Acer,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,794
800,DDR2,2000,1660,Intel Core2 Duo,Acer,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,992.73
800,DDR2,1000,1660,Intel Core2 Duo,Acer,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,1178.22
720,DDR2,1000,2000,Intel Core2 Duo,Asus,NO,YES,NO,NO,NO,NO,NO,NO,Vista_Business,720,1281.99
800,DDR2,1500,2200,Intel Core2 Duo,Asus,NO,YES,NO,NO,NO,NO,NO,NO,Vista_Business,720,1518.32
768,DDR2,1500,1060,Intel Core2 Duo,Asus,NO,YES,NO,NO,YES,NO,NO,NO,Vista_Business,720,1848.99
768,DDR2,1500,2000,Intel Core2 Duo,Asus,NO,YES,NO,NO,NO,NO,NO,NO,Vista_Business,720,1893.22
800,DDR2,2000,2000,Intel Core2 Duo,Fujitsu,NO,YES,NO,NO,YES,NO,NO,NO,Vista_Business,365,1149
1200,DDR2,1000,1660,Intel Core2 Duo,Fujitsu,YES,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,1339
900,DDR2,2000,2000,Intel Core2 Duo,Fujitsu,NO,NO,NO,NO,YES,NO,NO,NO,Vista_Business,365,1624
800,DDR2,1000,2200,Intel Core2 Duo,Fujitsu,YES,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,1699
768,DDR2,2000,2000,Intel Core2 Duo,Fujitsu,YES,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1719
768,DDR2,2000,2000,Intel Core2 Duo,Fujitsu,YES,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1719
800,DDR2,512,1600,Intel Core2 Duo,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,599
800,DDR2,1000,1600,Intel Core2 Duo,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,781.49
800,DDR2,1000,1800,Intel Core2 Duo,HP_(Hewlett-Packard),NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,785.99
800,DDR2,512,1660,Intel Core2 Duo,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,849
800,DDR2,1000,1800,Intel Core2 Duo,HP_(Hewlett-Packard),NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,365,889.94
800,DDR2,512,1660,Intel Core2 Duo,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,899.95
800,DDR2,1000,1860,Intel Core2 Duo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,924.99
800,DDR2,1000,1800,Intel Core2 Duo,HP_(Hewlett-Packard),NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,365,944
800,DDR2,1000,1660,Intel Core2 Duo,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,980.87
800,DDR2,1000,1660,Intel Core2 Duo,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,995
800,DDR2,1000,1830,Intel Core2 Duo,HP_(Hewlett-Packard),NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,1039
800,DDR2,1000,1800,Intel Core2 Duo,HP_(Hewlett-Packard),YES,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1062
800,DDR2,1000,2000,Intel Core2 Duo,HP_(Hewlett-Packard),NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1094.99
800,DDR2,1000,2000,Intel Core2 Duo,HP_(Hewlett-Packard),YES,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1135
800,DDR2,1000,1730,Intel Core2 Duo,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,1144.98
1050,DDR2,1000,1830,Intel Core2 Duo,HP_(Hewlett-Packard),NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1209
1050,DDR2,2000,2000,Intel Core2 Duo,HP_(Hewlett-Packard),NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,365,1304.99
1050,DDR2,1000,2000,Intel Core2 Duo,HP_(Hewlett-Packard),NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1368.47
800,DDR2,1000,1060,Intel Core2 Duo,HP_(Hewlett-Packard),NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,1095,1389
800,DDR2,1000,1830,Intel Core2 Duo,HP_(Hewlett-Packard),YES,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1425
1050,DDR2,1000,2000,Intel Core2 Duo,HP_(Hewlett-Packard),NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1428
1050,DDR2,1000,2000,Intel Core2 Duo,HP_(Hewlett-Packard),NO,YES,YES,YES,NO,NO,YES,NO,Vista_Business,1095,1698
768,DDR2,1000,1600,Intel Core2 Duo,Lenovo,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,693
800,DDR2,1000,1800,Intel Core2 Duo,Lenovo,NO,YES,NO,NO,NO,NO,NO,NO,Vista_Business,365,849.99
1536,DDR2,1000,1500,Intel Core2 Duo,Lenovo,NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,875
800,DDR2,1000,1860,Intel Core2 Duo,Lenovo,NO,YES,NO,NO,NO,NO,NO,NO,Vista_Business,365,880
800,DDR2,1000,1860,Intel Core2 Duo,Lenovo,NO,YES,NO,NO,NO,NO,NO,NO,Vista_Business,365,880
800,DDR2,1000,1800,Intel Core2 Duo,Lenovo,NO,NO,NO,NO,YES,NO,NO,NO,Vista_Business,365,899.99
800,DDR2,1000,1800,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,969.99
800,DDR2,1000,1800,Intel Core2 Duo,Lenovo,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,994
800,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,YES,NO,NO,NO,NO,NO,NO,Vista_Business,365,1080.01
800,DDR2,1000,1800,Intel Core2 Duo,Lenovo,NO,NO,NO,NO,YES,NO,NO,NO,Vista_Business,365,1083
1050,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,YES,NO,NO,YES,NO,NO,NO,Vista_Business,365,1140.87
800,DDR2,1000,1660,Intel Core2 Duo,Lenovo,YES,NO,YES,YES,YES,NO,NO,NO,Vista_Business,365,1143.58
768,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1149
1050,DDR2,2000,2000,Intel Core2 Duo,Lenovo,NO,YES,NO,NO,YES,NO,NO,NO,Vista_Business,365,1149.99
768,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1179
800,DDR2,1000,1800,Intel Core2 Duo,Lenovo,NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,1095,1249
768,DDR2,1000,1660,Intel Core2 Duo,Lenovo,NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,365,1256
1050,DDR2,1000,1660,Intel Core2 Duo,Lenovo,YES,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1278.03
800,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1299
800,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1339
800,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,1095,1344
800,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,1095,1344
1050,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1349
900,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,YES,NO,NO,YES,NO,NO,NO,Vista_Business,1095,1364.99
768,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1439
800,DDR2,2000,2000,Intel Core2 Duo,Lenovo,NO,YES,NO,NO,YES,NO,NO,NO,Vista_Business,365,1499
900,DDR2,1000,2000,Intel Core2 Duo,Lenovo,NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1548.83
768,DDR2,1000,1600,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1565
768,DDR2,2000,2000,Intel Core2 Duo,Lenovo,YES,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1629
900,DDR2,1000,2200,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1649.68
900,DDR2,1000,2200,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1711
1050,DDR2,1000,2000,Intel Core2 Duo,Lenovo,YES,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1751.91
768,DDR2,1000,1600,Intel Core2 Duo,Lenovo,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1797.99
800,DDR2,1000,1730,Intel Core2 Duo,Sony,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,765
800,DDR2,1000,1730,Intel Core2 Duo,Sony,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,866.99
800,DDR2,1000,1730,Intel Core2 Duo,Sony,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,949.99
800,DDR2,2000,1.66,Intel Core2 Duo,Sony,NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,959.95
800,DDR2,1000,1860,Intel Core2 Duo,Sony,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,962.61
800,DDR2,1000,1800,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1010.15
800,DDR2,1000,1600,Intel Core2 Duo,Sony,NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,1055
800,DDR2,1000,1800,Intel Core2 Duo,Sony,NO,YES,NO,NO,NO,NO,NO,NO,Vista_Business,365,1071.96
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1079.99
800,DDR2,2000,1660,Intel Core2 Duo,Sony,NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,1199
800,DDR2,2000,1660,Intel Core2 Duo,Sony,NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,1199.99
800,DDR2,2000,1800,Intel Core2 Duo,Sony,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,1209
800,DDR2,1000,1660,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1229
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,NO,NO,NO,NO,NO,NO,Vista_Business,365,1239
800,DDR2,2000,1660,Intel Core2 Duo,Sony,NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,1298
800,DDR2,1000,1660,Intel Core2 Duo,Sony,NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,1332
800,DDR2,1000,1830,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1345
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,1365
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1387.99
800,DDR2,2000,1660,Intel Core2 Duo,Sony,NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,1392.43
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1449.95
800,DDR2,2000,1800,Intel Core2 Duo,Sony,NO,YES,NO,NO,NO,NO,NO,NO,Vista_Business,365,1449.99
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1452.51
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1459
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1499
800,DDR2,2000,2200,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1548.99
800,DDR2,2000,1660,Intel Core2 Duo,Sony,NO,NO,YES,YES,NO,NO,NO,NO,Vista_Business,365,1563
900,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,NO,NO,NO,NO,NO,NO,NO,Vista_Business,365,1575.7
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1595
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1599.33
800,DDR2,1000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1636.72
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1649
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1669.95
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1669.95
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1669.95
800,DDR2,1000,2200,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1687.09
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1695
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1766.79
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,365,1785
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,365,1786.84
800,DDR2,2000,2160,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1816.35
800,DDR2,2000,2400,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1819
800,DDR2,1000,2400,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1869.95
800,DDR2,2000,2200,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1875
768,DDR2,1000,1060,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1879
800,DDR2,2000,2160,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1879.95
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1880
800,DDR2,2000,2000,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1899.95
768,DDR2,1000,1060,Intel Core2 Duo,Sony,NO,YES,YES,YES,NO,NO,NO,NO,Vista_Business,365,1919
800,DDR2,1000,1660,Intel Core2 Duo,Toshiba,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,849.99
800,DDR2,1000,1830,Intel Core2 Duo,Toshiba,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1019
768,DDR2,1000,1830,Intel Core2 Duo,Toshiba,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1195
800,DDR2,1000,1830,Intel Core2 Duo,Toshiba,NO,YES,NO,NO,YES,NO,NO,NO,Vista_Business,365,1199
1050,DDR2,2000,2000,Intel Core2 Duo,Toshiba,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1618
900,DDR2,1000,2200,Intel Core2 Duo,Toshiba,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1636.45
900,DDR2,2000,2200,Intel Core2 Duo,Toshiba,NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,1095,1784.91
800,DDR2,1000,1200,Intel Core2 Solo,Fujitsu,NO,NO,YES,YES,YES,NO,NO,NO,Vista_Business,365,1688
768,DDR2,1000,1330,Intel Core2 Solo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1675
768,DDR2,2000,1330,Intel Core2 Solo,Sony,NO,YES,YES,YES,YES,NO,NO,NO,Vista_Business,365,1699
800,DDR2,512,1800,AMD Mobile Sempron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,498
800,DDR2,512,1800,AMD Mobile Sempron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,499
800,DDR2,512,1800,AMD Mobile Sempron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,533
800,DDR2,512,1800,AMD Mobile Sempron,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,729
800,DDR2,512,1800,AMD Mobile Sempron,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,789.99
800,DDR2,512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,469.99
800,DDR2,512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,YES,YES,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,564.99
800,DDR2,512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,YES,YES,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,565
800,DDR2,512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,639.99
800,DDR2,512,1800,AMD Mobile Sempron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,649.97
800,DDR2,512,2000,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,549.99
800,DDR2,512,2000,AMD Turion 64x2,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,633.9
800,DDR2,512,2000,AMD Turion 64x2,Dell,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,698
768,DDR2,512,1600,AMD Turion 64x2,Fujitsu,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,1274
800,DDR2,512,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,NO,YES,YES,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,589.99
800,DDR2,512,1600,AMD Turion 64x2,HP_(Hewlett-Packard),YES,YES,YES,YES,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,799.95
800,DDR2,512,1860,Intel Celeron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,475.28
800,DDR2,512,1730,Intel Celeron,Acer,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,509
800,DDR2,512,1730,Intel Celeron,Gateway,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,499.99
800,DDR2,512,1600,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,474.99
800,DDR2,512,1600,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,529.95
800,DDR2,512,1860,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,549.95
800,DDR2,512,1600,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,614.99
800,DDR2,512,1600,Intel Celeron,HP_(Hewlett-Packard),NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,614.99
800,DDR2,512,1730,Intel Celeron,Lenovo,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,669
800,DDR2,512,1600,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,495
800,DDR2,512,1600,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,584.99
800,DDR2,512,1600,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,599
800,DDR2,512,1600,Intel Celeron,Toshiba,NO,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,599.97
800,DDR2,512,1600,Intel Core2 Duo,Dell,NO,YES,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,599
800,DDR2,512,1600,Intel Core2 Duo,Dell,YES,NO,NO,NO,NO,NO,NO,NO,VistaHB:_Vista_Home_Basic,365,599
