PRODUCT,CurrVol,CurrPrice,CurrProfit
0026-1064-400,40,7.15,0.794895105
0026-1322-300,2,0.74,0.878378378
0026-1324-300,6,0.915,0.903460838
0026-1335-840,5,1.776,0.853603604
0026-1341-300,100,1.5863,0.858916977
0026-1345-300,126,0.726825397,0.940052413
0026-1348-300,32,1.513125,0.883932259
0026-1362-300,12,1.669166667,0.921118323
0026-1508-710,15,1.611333333,0.615639222
0026-1508-890,10,5.756,0.640722724
0026-1513-710,10,13.546,0.941901668
0026-1516-720,5,17.862,0.592430859
0026-1525-890,13,41.68153846,0.357527775
0026-1526-710,45,10.22777778,0.322324823
0026-1884-300,10,4.94,0.810728745
0026-1983-300,100,3.8866,0.691426954
0026-2218-300,22,4.66,0.720639875
0026-2235-890,70,4.690285714,0.477948343
0026-2237-898,2625,8.309897143,0.554555715
0026-2305-890,12,1.821666667,0.786367795
0026-2476-890,3,82.74,0.632503424
0026-2670-898,1450,2.342358621,0.677955023
0026-5674-170,10,1.44,0.938194444
0026-5856-300,70,2.146428571,0.876006656
2002-7614-640,2,773.59,0.124387595
2002-8002-000,1,1389.17,0.271183512
2002-8002-190,1,378.18,0.140594426
2002-8002-350,1,481.06,0.216043737
2002-8002-360,1,1504.96,0.215135286
2002-8002-680,1,10654.53,0.303623905
2002-8002-730,1,23084.41,0.382364981
2002-8003-000,2,1299,0.339518861
2003-2700-120,16,0.33875,0.498154982
2003-3100-040,1,5.82,0.352233677
2003-3100-100,10,14.019,0.334117983
2003-3100-120,10,20.829,0.34408757
2003-4200-190,1,64.78,0.408305032
2003-7500-370,3,214.38,0.40375346
2003-7615-600,2,484.095,0.27346905
2003-8003-050,2,9319.96,0.258785982
2004-2406-000,16,2.535625,0.413113138
2004-2605-070,300,0.5771,0.37468954
2004-7601-280,1,678.24,0.603311512
2004-7601-340,1,2589.38,0.31991442
2004-7601-390,2,886.63,0.281430811
2004-7601-440,2,1158.175,0.278748894
2004-7601-550,2,38.7,0.263436693
2004-7601-570,2,60.945,0.408401017
2004-7604-640,4,320.73,0.323909519
2004-7604-650,1,349.89,0.205093029
2004-8004-010,672,40.96876488,0.257808558
2004-8004-050,4,503.2975,0.32657623
2004-8004-240,1,463.06,0.196346046
2005-0152-270,8,137.98375,0.359353909
2005-0730-240,4,327.115,0.358100362
2005-0754-530,1,210.41,0.360771826
2005-1404-820,4,9.105,0.348984075
2005-1407-240,16,3.331875,0.440442694
2005-1502-400,5,14.62,0.359233926
2005-1540-790,1,1406.75,0.293769326
2005-1542-750,20,64.038,0.394492333
2005-1543-440,4,27.82,0.424604601
2005-2005-170,4,51.3325,0.393658988
2005-2500-350,5,464.962,0.413319798
2005-2803-770,2,38.025,0.343326759
2005-2803-780,6,20.00666667,0.362962346
2005-2803-850,2,32.575,0.344742901
2005-2803-860,6,37.45833333,0.362358176
2005-3000-620,1,79.48,0.364997484
2005-3100-440,2,690.89,0.352263023
2005-3100-550,2,184.04,0.364458813
2005-3100-570,1,307.46,0.361770637
2005-3200-220,14,161.2192857,0.356648221
2005-3201-060,32,130.2846875,0.386154359
2005-3201-090,7,104.8871429,0.464036175
2005-3201-270,3,150.3033333,0.363930718
2005-3501-150,3,39.53,0.361750569
2005-3501-420,1,38.94,0.350025681
2005-3904-950,3,1769.79,0.34450415
2005-4001-020,12,554.4658333,0.370170089
2005-4001-330,12,120.5233333,0.407438394
2005-7500-100,19,99.65894737,0.313020195
2005-7500-190,5,576.716,0.412157804
2005-7502-810,24,151.1470833,0.369113419
2005-7503-340,25,73.5356,0.189149201
2005-7504-060,311,103.9253376,0.412245311
2005-7504-070,64,101.5589063,0.384158209
2005-7505-280,2,150.03,0.588982204
2005-7602-800,7,435.6685714,0.324591433
2005-7602-810,2,363.72,0.323985483
2005-7616-870,26,957.5269231,0.290032415
2005-7619-810,8,640.06125,0.357141602
2005-7620-180,1,3314.37,0.405211247
2005-7627-480,1,2206.87,0.286999234
2005-7634-370,1,693.89,0.272492758
2005-7637-410,8,3908.06625,0.358950862
2005-7710-560,2,475.87,0.363166411
2005-7713-630,2,930.225,0.398494988
2005-7714-940,2,475.87,0.364027991
2005-8005-410,9,640.7044444,0.236389113
2007-2404-110,2,2.23,0.298206278
2007-2700-010,75,0.29,0.244597701
2007-3201-150,4,47.875,0.397336815
2007-3300-340,1,292.88,0.618239552
2007-3300-350,1,153.46,0.533103089
2007-3302-470,1,1360.46,0.344287961
2007-3400-110,1,45.59,0.204430796
2007-3400-130,1,112.12,0.355601142
2007-3401-100,4,5.8425,0.442447582
2007-3900-050,2,42.765,0.36279668
2007-3900-200,27,946.857037,0.377900532
2007-4200-590,12,13.3425,0.344075948
2007-4700-010,2,6.615,0.376417234
2007-7501-640,1,377.37,0.396189416
2008-0740-250,1,2157.82,0.474409358
2008-1510-620,11,8.721818182,0.391286221
2008-2302-170,1,117.34,0.407022328
2008-2302-700,2,113.51,0.395736058
2008-2302-870,2,14.83,0.377612947
2008-2302-880,2,37.735,0.37379091
2008-2302-890,2,10.055,0.369467926
2008-2404-700,64,4.56359375,0.357277365
2008-2802-410,1,449.18,0.381851374
2008-7500-030,7,452.5328571,0.385591575
2008-7500-790,2,830.785,0.338932455
2008-7501-840,13,829.1615385,0.364558266
2008-7605-380,3,606.14,0.253335313
2008-7616-550,3,2097.693333,0.269507141
2008-7623-150,1,437.71,0.161956547
2008-7708-050,4,2132.14,0.339085379
2010-0142-180,24,26.41708333,0.369678712
2010-0150-030,14,363.6385714,0.420906552
2010-0274-030,1,2183.05,0.778960628
2010-0275-020,1,1028.01,0.372856295
2010-0750-020,3,988.57,0.383294388
2010-0750-040,1,587.53,0.446445288
2010-0800-010,11,7.382727273,0.356729467
2010-0800-270,8,13.82125,0.402731301
2010-1560-160,1,107.98,0.447768105
2010-1703-110,1,101.43,0.232672779
2010-2000-070,2,111.99,0.482498437
2010-2301-100,4,8.1375,0.437480799
2010-2301-360,2,10.38,0.536608863
2010-2302-350,2,92.19,0.362403731
2010-2302-740,2,97.61,0.402212888
2010-2302-760,4,12.6825,0.438596491
2010-2303-100,4,11.6875,0.443636364
2010-2404-360,1,2.01,0.388059701
2010-2404-460,12,3.2025,0.444444444
2010-2404-850,3,1.386666667,0.365384615
2010-2406-610,3,5.263333333,0.36478784
2010-2406-900,4,12.41,0.460918614
2010-2406-910,4,11.5,0.466956522
2010-2446-130,62,7.003870968,0.414977892
2010-2605-030,4,1.11,0.45045045
2010-2800-210,16,154.09,0.401843079
2010-2800-900,6,1102.358333,0.328346046
2010-2801-740,2,322.8,0.389653036
2010-2802-590,1,692.77,0.395455923
2010-2802-910,1,775.94,0.374925896
2010-2802-960,1,660.72,0.345214312
2010-2803-110,1,1534.79,0.398256439
2010-2803-290,2,690.185,0.359048661
2010-2803-600,2,17.05,0.42170088
2010-3000-480,2,1212.05,0.412784126
2010-3000-500,1,1014.27,0.339692587
2010-3000-510,1,1109.56,0.395976784
2010-3200-080,63,29.12238095,0.366630149
2010-3200-090,10,25.541,0.424102424
2010-3200-100,32,23.913125,0.368913515
2010-3200-200,20,24.5915,0.353414798
2010-3200-800,10,30.723,0.3551411
2010-3210-130,51,23.59686275,0.361455494
2010-3210-160,3,20.51,0.381277426
2010-3210-170,10,25.35,0.353846154
2010-3301-720,4,1190.17,0.444415504
2010-3400-150,1,89.25,0.441792717
2010-3400-160,7,49.05142857,0.429869525
2010-3400-180,5,33.054,0.426574696
2010-3400-200,6,22.61666667,0.419380987
2010-3400-420,4,11.6875,0.438930481
2010-3400-560,4,7.57,0.406208719
2010-3400-610,4,22.42,0.43911686
2010-3400-680,4,9.74,0.444301848
2010-3401-270,2,25.02,0.363309353
2010-3401-280,2,23.07,0.360208062
2010-3500-200,2,83.025,0.38422162
2010-3800-560,4,3.85,0.433766234
2010-3800-920,16,8.036875,0.3403064
2010-3803-820,1,15.4,0.355844156
2010-3804-150,4,44.33,0.434017595
2010-3900-070,4,13.82,0.446635311
2010-3900-120,2,17.015,0.387305319
2010-3904-000,1,103.75,0.36173494
2010-3904-320,4,621.13,0.600663307
2010-4700-760,1,44.01,0.353328789
2010-4701-650,5,141.31,0.432495931
2010-7500-190,2,911.81,0.359800836
2010-7501-860,4,138.145,0.417713272
2010-7502-520,1,941.48,0.389355058
2010-7502-730,37,90.49486486,0.385421302
2010-7600-490,4,1222.085,0.470274163
2010-7602-790,1,1130.81,0.272176581
2010-7604-180,6,302.6533333,0.296444777
2010-7605-660,6,52.47666667,0.565521184
2010-7606-190,1,5039.4,0.330628646
2010-7606-200,6,50.55,0.290339598
2010-7606-230,5,32.384,0.283288043
2010-7606-800,4,1582.63,0.408225549
2010-7607-450,2,298.245,0.676054921
2010-7609-820,1,346.39,0.31043044
2010-7612-100,16,459.340625,0.346727986
2010-7614-460,4,221.75,0.407756483
2010-7615-390,1,6150.15,0.305083616
2010-7615-650,1,582.94,0.312107593
2010-7616-350,1,2067.86,0.273016549
2010-7616-800,1,1036.75,0.187181095
2010-7618-310,2,1071.24,0.169121765
2010-7618-320,1,866.75,0.265716758
2010-7619-520,4,263.215,0.375035617
2010-7619-670,3,453.3366667,0.27968912
2010-7622-180,2,3398.13,0.326884198
2010-7623-470,4,1557.095,0.360983113
2010-7704-670,4,309.52,0.457321013
2010-7716-580,1,373.09,0.389959527
2010-7717-310,4,350.98,0.521767622
2010-8010-510,2,12313.77,0.283279207
2010-8010-520,1,2325.79,0.262375365
2010-8010-560,1,59692.08,0.301102927
2010-8010-600,4,33406.33,0.385423661
2010-8010-610,1,26312.02,0.291840383
2010-8010-620,18,320.9072222,0.31242848
2010-8010-830,1,1002.13,0.291499107
2010-8040-030,4,3090.26,0.383592319
2010-8040-180,1,56823.35,0.303330233
2010-8040-650,1,1170.36,0.299104549
2010-8040-770,1,92895.29,0.269845113
2010-8040-780,1,4168.1,0.305474917
2010-8040-880,1,1935.95,0.299424055
2010-8070-100,1,2554.34,0.262983784
2010-8070-530,5,736.676,0.281043498
2010-8070-820,1,4077.26,0.303390022
2010-8070-850,1,6439.59,0.263279184
2010-8070-860,1,613.06,0.296463641
2011-3900-820,28,0.992142857,0.382649388
2011-7500-630,9,2017.966667,0.397337804
2011-7507-000,2,1017.92,0.355317707
2011-7617-130,2,104.495,0.311019666
2011-8011-180,1,15141.53,0.271226224
2011-8011-200,1,17450.72,0.338093786
2013-7710-950,8,43.99625,0.365372049
2014-2603-060,84,0.876904762,0.347135487
2014-7609-800,2,477.805,0.335754126
2014-7609-810,1,328.53,0.413265151
2015-3800-970,12,14.295,0.361315145
2015-4000-270,1,583,0.407409949
2018-2404-670,16,1.10625,0.439548023
2018-2406-800,13,2.804615385,0.30828305
2018-2905-310,1,50.17,0.361172015
2018-3100-450,6,186.0033333,0.463056218
2018-4708-430,1,90.12,0.395583666
2018-4708-440,1,65.33,0.397061075
2018-4708-450,2,22.715,0.423508695
2018-4708-460,2,78.29,0.396793971
2018-4710-050,4,256.9925,0.342062512
2018-4710-370,1,358.9,0.364196155
2018-7500-410,1,4163.79,0.361677702
2018-7628-610,1,3631.06,0.266707243
2018-7628-690,1,695.37,0.268490156
2018-7702-930,3,714.7466667,0.43329105
2019-2446-070,20,1.5745,0.294696729
2019-2900-950,2,40697.97,0.380198816
2019-2906-520,1,2927.34,0.223995163
2019-3201-350,2,2925.09,0.383540336
2019-3502-720,6,77.06,0.372480318
2019-3503-570,2,722.12,0.565543123
2019-3503-840,2,154.68,0.456620119
2019-3504-650,6,201.59,0.426228153
2019-3900-020,1,1599.33,0.480963904
2019-3900-030,1,1654.97,0.481603896
2019-7507-130,1,2225.56,0.409555348
2019-7507-150,3,1958.33,0.358543589
2019-7600-770,2,3810.1,0.316435264
2019-7600-840,2,3210.1,0.310616492
2019-7601-450,2,1455.03,0.535377277
2019-7601-480,2,25163.18,0.535781249
2019-7601-890,2,3731.36,0.532350135
2019-7601-910,2,3543.86,0.536228858
2019-7620-640,1,481.6,0.304173588
2019-7630-150,3,794.7666667,0.290982678
2019-7702-720,4,2601.625,0.670886465
2019-7702-730,2,2742.26,0.343151269
2019-7730-690,2,765.06,0.378467048
2019-8019-050,4,2855.645,0.337471044
2019-8019-140,1,3386.33,0.425735235
