PRODUCT,CurrVol,CurrPrice,CurrProfit
2019-8019-300,4,3675.645,0.320391387
2019-8019-840,4,23074.6675,0.340817479
2019-8019-890,1,4151.23,0.233145357
2019-8019-960,2,708.76,0.21040973
2019-8020-070,2,143028.95,0.470592562
2019-8020-090,2,2025.05,0.537073159
2019-8049-060,2,60892.28,0.265846836
2019-8049-070,2,75433.3,0.265445367
2110-3300-220,4,1584.5,0.326541496
2236-0960-031,40,88.879,0.344923998
2236-0960-100,17,29.95941176,0.367968428
2236-0980-100,125,53.45496,0.375028248
3201-0000-000,2,223492.12,0.220851746
3300-0131-363,1,0.57,0.543859649
3300-0191-374,2,7.81,0.645966709
3300-0210-089,9,14.48777778,0.706035739
3300-0210-109,4,8.2175,0.620018254
3300-0211-416,1,901.99,0.47284338
3300-0211-456,2,1348.475,-0.014586848
3300-0220-056,2,74.91,0.551461754
3300-0221-401,1,263.71,0.67809336
3300-0221-402,4,264.7875,0.673625077
3300-0221-602,2,330.475,0.571298888
3300-0221-740,38,186.6131579,0.287978227
3300-0221-804,1,73.96,0.793266631
3300-0221-878,16,96.410625,0.168465613
3300-0221-996,3,236.6533333,0.651247958
3300-0222-117,10,152.945,0.679930694
3300-0222-118,1,323.51,0.458223857
3300-0222-128,1,4743.28,0.316070314
3300-0222-145,1,160.33,0.619472338
3300-0222-146,2,194.11,0.559991757
3300-0222-149,4,183.7775,0.599923821
3300-0222-324,2,41.735,0.147118725
3300-0222-342,3,648.83,0.369881171
3300-0222-406,1,1379.89,0.344599932
3300-0222-551,43,190.2953488,0.181853178
3300-0222-588,124,21.42556452,0.860676686
3300-0222-589,37,15.9727027,0.569214369
3300-0222-590,37,15.96567568,0.569244833
3300-0222-799,12,1252.610833,0.26973661
3300-0222-959,2,2348.065,0.381331011
3300-0222-983,5,51.624,0.437703394
3300-0223-019,25,9.3988,0.374473337
3300-0223-039,4,225.5275,0.593940872
3300-0223-159,2,488.85,0.679564284
3300-0223-166,1,313.46,0.340330505
3300-0223-248,1,1765.27,0.547123103
3300-0223-255,2,102.97,0.619986404
3300-0223-256,1,82.27,0.556825088
3300-0223-465,2,930.26,0.514839937
3300-0223-483,4,988.7975,0.662109785
3300-0223-488,2,438.42,0.678151088
3300-0223-489,212,85.16731132,0.397279606
3300-0223-497,12,52.2375,0.110552764
3300-0223-506,1,1894.23,0.506269038
3300-0223-541,6,14.47,0.78035015
3300-0223-746,20,18.578,0.467542254
3300-0223-748,3,42.48,0.399874451
3300-0223-997,1,1000.05,0.367621619
3300-0224-053,1,100.21,0.572797126
3300-0224-144,1,13673.36,0.208688281
3300-0224-164,5,86.06,0.361561701
3300-0224-173,2,126.81,0.43955524
3300-0224-252,3,777.6633333,0.289928375
3300-0224-326,1,4052.4,0.210588787
3300-0224-583,2,703.015,0.429535643
3300-0224-634,4,4763.3425,0.001444364
3300-0224-644,1,3533.57,-0.081237955
3300-0284-079,2,147.665,0.402465039
3300-0284-856,7,30.86,0.280622165
3300-0284-857,7,30.86,0.528052958
3300-0420-603,1,269.52,0.326098249
3300-0420-815,3,2340.286667,0.776290939
3300-0420-818,7,1595.062857,0.691174732
3300-0420-819,14,835.545,0.389046328
3300-0420-822,2,719.8,0.217081134
3300-0420-826,1,23386.07,0.129609208
3300-0420-829,2,807.26,0.365730991
3300-0420-835,1,26237.85,0.073929076
3300-0420-841,9,5492.148889,0.4311324
3300-0511-571,2,6254.56,0.259669745
3300-0511-574,2,398.27,0.213849901
3300-0520-060,1,133.24,0.719678775
3300-0520-061,1,56.25,0.258488889
3300-0520-063,20,375.4325,0.638979044
3300-0520-300,4,99.4625,0.348724394
3300-0520-458,1,29.43,0.231056745
3300-0520-561,1,792.95,0.662601677
3300-0520-653,16,272.1925,0.191640567
3300-0520-755,1,198.7,0.377101158
3300-0520-763,2,364.68,0.314590874
3300-0520-775,8,424.5325,0.14523623
3300-0520-804,2,1097.12,0.567157649
3300-0520-805,3,456.4133333,0.537685139
3300-0520-806,4,113.48,0.276216073
3300-0520-807,3,247.74,0.143214661
3300-0520-821,32,39.22375,0.64051595
3300-0520-822,33,39.3269697,0.550243106
3300-0520-823,30,39.065,0.547139383
3300-0520-860,1,774.66,0.396561072
3300-0520-864,2,349.02,0.563234199
3300-0520-865,1,655.48,0.70089095
3300-0520-871,1,87.6,0.41826484
3300-0520-873,3,256.1766667,0.6710213
3300-0520-925,3,119.3466667,0.509859234
3300-0520-927,36,78.005,0.562581458
3300-0520-963,7,322.8842857,0.68465483
3300-0520-967,4,184.585,0.631335157
3300-0520-997,1,1614.49,0.688136811
3300-0520-998,1,260.48,0.397113022
3300-0520-999,1,381.11,0.104589226
3300-0521-001,2,345.3,0.321618882
3300-0521-002,18,241.9488889,0.572290291
3300-0521-003,8,215.22,0.262754391
3300-0521-062,2,230.38,0.335358972
3300-0521-130,2,16005.35,0.619638746
3300-0521-169,2,180.265,0.403683466
3300-0521-171,4,198.4775,0.392525601
3300-0521-291,1,4515.35,0.327210515
3300-0521-303,1,161.35,0.329470096
3300-0521-348,1,2344.17,0.323231677
3300-0521-355,2,713.24,0.423433907
3300-0521-485,2,96.655,0.269929129
3300-0540-001,6,68.62833333,-0.045243704
3300-0605-926,2,1383.68,0.452698601
3300-0621-752,4,1042.445,0.143029129
3300-0847-657,2,68.09,0.387134675
3300-0852-628,1,287.38,0.665008003
3300-0857-365,16,218.305625,0.546959681
3300-0862-685,1,5166.81,0.336437763
3300-0862-686,2,1478.64,0.158402316
3300-9904-030,12,373.1541667,-0.089663566
3300-9904-070,4,268.94,0.06906745
3300-9904-080,1,335.15,0.361718633
3342-0002-000,1,2549.75,0.253868026
3342-0004-000,6,14242.31333,0.250026798
3351-0000-000,21,51964.98905,0.098062938
3352-0000-000,16,95223.31438,0.177304353
3361-0000-000,1,13500,0.071018519
4021-0058-128,76,419.5938158,0.341633654
4053-1410-050,2,206.545,0.545208066
4053-1410-070,1,314.62,0.400292416
4070-0000-026,11,121.68,0.236021457
4070-0000-515,6,137.69,0.409615804
4070-0001-160,8,16.32625,0.158869918
4070-0004-580,4,49.71,0.177328505
4070-0004-585,13,17.55076923,0.215857293
4070-0004-586,11,20.44272727,0.233690577
4070-0004-588,1,24.64,0.226055195
4070-0004-602,14,7.269285714,0.201532868
4070-0007-632,5,34.436,0.206411895
4070-0007-650,9,16.55,0.212353139
4070-0053-060,70,49.05057143,0.337182616
4070-0053-070,161,49.28385093,0.340307762
4070-0053-080,58,66.84275862,0.337273787
4070-0053-100,1,85.8,0.121212121
4070-0053-110,15,65.28,0.321425654
4070-0053-120,15,63.36,0.300904882
4070-0053-130,7,91.37142857,0.174874922
4070-0061-000,87,16.96666667,0.404152835
4070-0061-488,3,669.84,0.259176321
4070-0073-708,1,1711.26,0.027722263
4070-0091-065,28,163.3735714,0.121282075
4070-0094-055,1,3605.29,0.426354052
4070-0094-957,6,182.6933333,0.016274996
4070-0095-140,2,1660.34,0.246997603
4070-0095-237,12,133.7266667,0.166309387
4070-0095-238,12,146.255,0.166700854
4070-0095-240,12,82.15666667,0.165963403
4070-0095-241,10,53.572,0.164190249
4070-0099-970,1,974.86,0.249820487
4070-0099-971,3,895.2,0.199672326
4070-0100-470,11,1718.969091,0.152808819
4070-0100-475,2,1987.635,0.221705695
4070-0100-745,50,174.9724,0.17867618
4070-0106-230,3,11.54333333,0.361825007
4070-0110-117,100,70.7487,0.298012543
4070-0110-131,145,89.33593103,0.538560768
4070-0110-132,10,108.96,0.27729442
4070-0110-196,112,152.8203571,0.256572843
4070-0110-220,4,138.66,0.343538151
4070-0110-263,5,118.968,0.361021451
4070-0110-279,61,380.7963934,0.259907838
4070-0110-657,4,57.18,0.482336481
4070-0110-686,4,85.765,0.328688859
4070-0110-909,142,28.67809859,0.39757974
4070-0110-946,149,5.930201342,0.223449525
4070-0110-962,566,19.73558304,0.070116039
4070-0146-023,136,75.63735294,0.332466841
4070-0146-027,89,51.87191011,0.429216306
4070-0157-550,7,2398.505714,0.728103927
4070-0200-597,6,125.14,0.289662245
4070-0200-752,40,76.464,0.24195046
4070-0217-510,1,2.22,0.31981982
4070-0235-910,9,1.38,0.391304348
4070-0270-190,14,2.525,0.576237624
4070-0286-790,2,6.44,0.354813665
4070-0288-730,2,401.53,0.374218614
4070-0288-740,17,184.8811765,0.383060026
4070-0288-980,2,16.06,0.374221669
4070-0290-570,6,1.768333333,0.362865221
4070-0290-630,5,233.918,0.40048222
4070-0293-820,2,2419.385,0.99784656
4070-0298-410,9,6.991111111,0.591226955
4070-0306-220,4,2.17,0.486175115
4070-0307-130,2,3.1,0.361290323
4070-0309-094,4409,38.98058743,0.307148832
4070-0309-095,60,62.40933333,0.192529963
4070-0311-080,2,4.73,0.356236786
4070-0311-550,11,17.05272727,0.478675765
4070-0318-130,1,3.52,0.380681818
4070-0319-840,1,15.82,0.355878635
4070-0330-220,1,19.34,0.353671148
4070-0338-340,1,18.43,0.356483993
4070-0338-400,2,107.07,0.352759877
4070-0338-410,2,149.9,0.352835223
4070-0338-420,2,83.09,0.353111084
4070-0338-500,2,9.01,0.35627081
4070-0338-680,2,32.14,0.35360921
4070-0340-130,1,53.1,0.353107345
4070-0340-200,6,2.73,0.488400488
4070-0341-550,2,15.01,0.355096602
4070-0341-710,2,8.57,0.355309218
4070-0344-410,2,26.265,0.346278317
4070-0346-180,2,6.85,0.35620438
4070-0351-860,2,12.44,0.354501608
4070-0358-260,1,10.72,0.356343284
4070-0361-120,1,4611.26,0.406105923
4070-0363-730,2,16.06,0.374221669
4070-0366-150,10,13114.227,0.763277775
4070-0370-390,1,4870.36,0.649243588
4070-0400-827,83,820.8140964,0.326364349
4070-0610-100,8,279.0925,0.352701165
4070-0645-580,1,12900.99,0.562647518
4070-0666-690,2,80.42,0.483834867
4070-0670-680,1,977.89,0.322009633
4070-0672-870,1,381.18,0.562595099
4070-0685-450,2,1918.41,0.374226573
4070-0685-730,4,335.07,0.374250157
4070-0687-710,8,33.2475,0.356492969
4070-0692-420,12,2465.998333,0.594429639
4070-0697-100,8,513.535,0.41295384
4070-0709-210,3,1188.993333,0.462817285
4070-0709-260,1,1099,0.580809827
4070-0709-300,3,2499.496667,0.462815847
4070-0711-320,1,22400.81,0.542040221
4070-0740-280,13,367.3861538,0.295419617
4070-0745-080,2,9160.9,0.273652152
4070-0746-880,1,59.88,0.089512358
4070-0748-640,2,7234.21,0.273651166
4070-0758-510,4,932.84,0.483263475
4070-0760-570,25,168.3876,0.272210068
4070-0760-880,1,10603.2,0.202140863
4070-0767-780,1,83.53,0.345025739
4070-0767-800,9,853.1633333,0.380639633
4070-0771-420,1,10.72,0.356343284
4070-0771-430,1,2472.66,0.347662032
4070-0771-970,3,655.7766667,0.305724002
4070-0772-260,2,215.7,0.513421419
4070-0774-380,1,809.26,0.562699256
4070-0778-450,1,684.56,0.089824121
4070-0779-370,24,197.1004167,0.319832742
4070-0784-300,2,925.325,0.364012644
4070-0784-500,1,2588.58,0.322045291
4070-0785-590,1,1533.95,0.322044395
4070-0785-650,1,1016.24,0.322030229
4070-0785-780,1,20708.54,0.322040569
4070-0786-850,12,80.5325,0.322002504
4070-0788-260,1,115.03,0.321742154
4070-0790-050,9,2614.436667,0.260415564
4070-0792-820,1,998.33,0.0898801
4070-0803-930,2,1027.85,0.234158681
4070-0805-550,10,2632.976,0.265026343
4070-0809-440,4,13132.0275,0.420333608
4070-0814-220,2,199.17,0.3529397
4070-0814-240,2,223.56,0.352858293
4070-0821-610,4,977.6525,0.400789135
4070-0822-240,4,7849.3725,0.236372716
4070-0822-350,1,356.32,0.352969241
4070-0822-360,1,372.59,0.352934861
4070-0822-660,4,15290.03,0.432774331
4070-0822-770,15,1033.564667,0.344271315
4070-0826-070,2,1484.905,0.365252323
4070-0826-700,2,2355.45,0.937623384
4070-0829-360,1,12432.05,0.155113598
4070-0829-370,8,10229.9825,0.253301753
4070-0829-430,10,24586.106,0.372564366
4070-0836-050,1,1927.13,0.362616949
4070-0836-120,7,1133.232857,0.40636838
4070-1004-101,3,876.55,0.141311581
4070-1004-701,7,1949.545714,0.125200596
4070-1004-703,10,1838.768,0.106762245
4070-1004-903,3,1406.2,0.075344901
4070-1005-702,2,1925.57,0.141882663
4070-1005-752,2,2152.89,0.141103354
4070-1005-852,1,1990.67,0.14110827
4070-1024-347,1,44753.72,0.118705886
4070-1024-351,1,49720.34,0.120436626
4070-1034-021,136.83,267.9094497,0.020155191
4070-1034-022,23.88,156.0770519,0.038270836
4070-1067-000,1,1687.6,0.429213084
4070-1067-001,1,5156.68,0.178219319
4070-1067-011,1,2160.67,0.126979131
4070-1083-001,2,2830.43,0.350674632
4070-1083-002,1,3799,-0.053040274
4070-1083-005,12,58.67333333,0.25576639
4070-1083-009,1,3055.7,0.294325359
4070-1095-003,1,33.97,0.351780983
4070-1100-001,4,171.93,0.289943582
4070-1100-002,1,135.73,0.290061151
4070-1100-003,2,47.51,0.290044201
4070-1104-001,904.14,180.8316632,0.09944755
4070-1104-002,3443.99,210.0779416,0.168901148
4070-1104-015,613,168.7929853,0.119600252
4070-1104-017,60,235.343,0.167816053
4070-1108-002,1,1630.18,0.208148793
4070-1108-006,17,1735.022353,0.177236232
4070-1108-008,5,1293.656,0.185653682
4070-1108-011,12,64.255,0.473037118
4070-1108-012,22,63.45272727,0.671616665
4070-1108-014,2,3193.71,0.182477432
4070-1108-047,1,268.4,0.262034277
4070-1116-001,4,15.31,0.381939909
4070-1120-002,1,756.88,0.301514111
4070-1120-004,1,13221.55,0.000621712
4070-1120-005,1,10065.74,0.254931083
4070-1120-020,60,13.11466667,0.285672529
4070-1120-021,51,15.85941176,0.285152628
4070-1120-022,2,287.965,0.260535134
4070-1120-023,4,28.785,0.275924961
4070-1120-024,8,308.63625,0.29755092
4070-1120-025,8,33.215,0.301972001
4070-1120-026,500,4.22302,0.315532486
4070-1122-001,11,8036.767273,0.111251313
4070-1122-002,4,8279.44,0.063626284
4070-1126-002,1,321.38,0.694131558
4070-1131-001,1,5470.06,0.04542729
4070-1131-002,1,1525.68,0.221658539
4070-1143-000,2,1423.68,0.146103759
4070-1143-001,100,2.1925,0.14627138
4070-1143-002,2,1378.4,0.253108677
4070-1143-004,6,0.65,0.071794872
4070-1143-005,6,0.47,0.046099291
4070-1143-006,18,1.63,0.02931152
4070-1143-008,18,0.6,0.058333333
4070-2270-609,2,75784.61,0.105928631
4070-2270-610,4,113568.7275,0.062311454
4070-2307-000,338,37.73692308,0.257966238
4070-2307-002,90,44.96377778,0.271514849
4070-2307-007,12,15.02333333,0.285112048
4070-2307-012,5,4.64,0.288362069
4070-2307-013,10,4.64,0.288362069
4070-2307-014,3,29.9,0.288740245
4070-2307-016,105,162.4028571,0.280562153
4070-2307-018,11,189.5854545,0.288797568
4070-2307-019,413,1.696924939,0.253399541
4070-2307-020,7,9.96,0.288296041
4070-2307-021,39,5.8,0.288770999
4070-2307-031,10,23.2,0.21112069
4070-2307-032,6,246.54,0.28881723
4070-2500-114,202,105.5732673,0.309382532
4070-2613-011,3,81919.09,0.110441005
4070-2613-012,4,76871.905,0.09592809
4070-2613-013,2,77357.62,0.086450436
4070-2613-014,1,225052.8,0.105983707
4070-2613-015,1,171356.52,0.068349894
4070-2624-030,23,135.8604348,0.216465746
4070-2624-033,11,181.94,0.23913478
4070-2909-062,41,222.7817073,0.207628598
4070-2909-064,11,1976.641818,0.007337514
4070-2942-000,1,7668.18,0.278925377
4070-2975-000,151,60.94655629,0.699906443
4070-2975-005,2092,3.969072658,0.48811316
4070-3018-462,1,2095.94,0.317614054
4070-3018-600,175,1494.0512,0.288336877
4070-3018-605,2,1131.54,0.100292522
4070-3018-606,29,1397.294138,0.323416465
4070-3018-608,22,1134.630455,0.233476498
4070-3035-003,1,13000,0.09537
4070-3035-004,7,15180.86571,0.128892612
4070-3035-006,1,3012,0.257924967
4070-3035-050,6,90.39,0.438027805
4070-3035-051,6,86.78666667,0.414695038
4070-3035-052,1,573.95,0.769892848
4070-3035-053,29,28.76517241,0.293674103
4070-3133-000,276,8.92173913,0.300800032
4070-3133-001,80,60,0.219202083
4070-3133-003,20,58.4,0.538912671
4070-3133-004,155,104.8193548,0.495971564
4070-3133-005,63,9,0.257037037
4070-3133-006,44,60,0.298795455
4070-3133-007,50,5.25,0.428952381
4070-3133-008,6,39,0.427051282
4070-3133-009,956,13.39757322,0.317494113
4070-3133-010,216,5.133333333,0.428102453
4070-3133-011,376,35.74723404,0.423887877
4070-3133-013,6,37.5,0.3768
4070-3133-014,1,915.64,0.428541785
4070-3133-015,1,3575,0.202833566
4070-3133-016,14,55.08714286,0.170210835
4070-3133-020,47,31.72425532,0.266652806
4070-3133-023,118,69,0.412474822
4070-3133-024,146,40.45890411,0.424946673
4070-3133-025,18,18.75,0.479881481
4070-3133-026,829,3.583389626,0.106815726
4070-3133-027,7,37.71857143,0.097716169
4070-3133-028,1,82.5,0.175151515
4070-3133-033,314,10.43407643,0.298919513
4070-3133-034,18,25.5,0.282788671
4070-3133-050,82,20.31707317,0.224891957
4070-3133-060,4,15,0.289
4070-3133-080,3851,14.1389665,0.281422156
4070-3133-090,12,36,0.379074074
4070-3133-100,32,50.240625,0.312402811
4070-3133-101,282,71.93971631,0.237357421
4070-3174-410,1,134704.3,0.166962153
4070-3220-002,1,81437.9,0.480467694
4070-3237-020,47,192.6238298,0.647116196
4070-3237-026,6,31.14166667,0.05897779
4070-3237-027,50,80.2256,0.678050398
4070-3237-029,42,48.07880952,0.39311448
4070-3242-000,884,6.709276018,0.147897488
4070-3242-001,230,6.671913043,0.14245963
4070-3242-002,1127,7.763407276,0.136253395
4070-3242-003,604,7.765960265,0.136887504
4070-3317-010,318,138.9453774,0.190876103
4070-3339-006,6933,1.883930477,0.142843471
4070-3339-008,350,2.903457143,0.19225357
4070-3414-000,9,98.06222222,0.302868927
4070-3414-001,16,121.62625,0.368398064
4070-3414-002,10,88.635,0.707824223
4070-3414-010,7,200.4214286,0.259011369
4070-3414-018,13,379.3669231,0.241471115
4070-3414-021,2,113.4,0.374867725
4070-3521-000,34,460.8329412,0.338587672
4070-3521-001,17,850.1035294,0.282905335
4070-3550-000,2,306.8,0.042992177
4070-3600-000,2576,36.78609472,0.295673388
4070-3639-014,16,13.8,0.410869565
4070-3639-022,4,5275.04,0.910341438
4070-3688-000,124,42.97419355,0.453862033
4070-3719-001,813,134.6500738,0.246228505
4070-3720-003,1776,134.7766892,0.230484569
4070-3903-001,3,3727.933333,0.319387865
4070-3903-002,2,1511.425,0.50561887
4070-4295-005,10,335.28,0.054548437
4070-4295-006,3,388.2866667,0.201912676
4070-4295-007,3,525.9333333,0.320015211
4070-4295-008,3,428.46,0.075183992
4070-4512-082,4082,3.914686428,0.345696898
4070-5001-001,2,1635.305,0.426739966
4070-6963-090,1,71.15,0.157413914
4070-6963-091,1,71.15,0.157695011
4070-6963-092,8,71.155,0.157525824
4070-6963-093,5,71.158,0.157564856
4070-6963-094,1,71.15,0.157273366
4070-6963-101,14,68.775,-0.005494106
4070-6963-102,17,62.59529412,-0.084154043
4070-6963-103,22,65.32818182,-0.031588762
4070-6963-104,7,63.01,-0.072301449
4070-6963-111,7,64.41285714,0.035818049
4070-6963-112,18,63.24833333,0.006781031
4070-6963-113,13,60.20769231,-0.040909672
4070-6963-114,3,61.85,0.030881164
4070-6963-122,5,266.542,0.152523805
4070-6963-123,1,266.53,0.138520992
4070-6963-130,2,112.16,0.162357347
4070-6963-131,8,107.495,0.120959114
4070-6963-132,23,92.79217391,-0.018222114
4070-6963-133,28,95.43071429,0.009891245
4070-6963-134,17,99.78176471,0.053086442
4070-6963-140,1,115.78,0.166695457
4070-6963-141,4,115.745,0.157523003
4070-6963-142,21,101.1447619,0.037132069
4070-6963-143,20,96.6395,-0.009261223
4070-6963-144,6,90.57333333,-0.076457383
4070-6963-151,5,129.29,0.107974321
4070-6963-152,5,138.416,0.155892382
4070-6963-153,5,138.472,0.158226934
4070-6963-162,1,71.1,0.159493671
4070-6963-170,2,20.07,0.159940209
4070-6963-171,4,20.065,0.15985547
4070-6963-172,18,20.07222222,0.159811791
4070-6963-173,20,20.07,0.159616343
4070-6963-174,9,20.07,0.1596634
4070-6963-180,1,36,0.154722222
4070-6963-181,8,36.00125,0.154751571
4070-6963-182,13,36.61769231,0.168980947
4070-6963-183,8,36,0.1546875
4070-6963-184,6,36,0.15462963
4070-6963-190,83,15.59421687,0.097726992
4070-6963-191,46,21.51,0.140389708
4070-9000-203,7,34.33714286,0.112248294
4070-9000-204,8,34.34625,0.112421298
4070-9905-020,7,229.4314286,0.589662644
4070-9999-100,1,60711.94,0.492514487
4070-9999-101,1,45191.43,0.323289615
4070-9999-995,6,2961,0.620844309
4446-7501-271,2,42.165,0.543934543
4446-7502-271,2,42.165,0.426775762
4446-7503-241,1,58.76,0.15724983
4446-7503-271,7,43.08571429,0.587533156
4446-7504-271,4,42.9175,0.515989981
4446-7601-271,25,36.2292,0.478696742
4446-7602-271,13,36.03846154,0.126488794
4446-7603-271,13,36.03769231,0.13278832
4446-7604-271,2,35.945,0.150646822
4446-7801-261,9,36.33444444,0.103391334
4446-7803-261,2,36.88,0.157266811
4999-1000-001,4,2.1675,0.607843137
4999-1000-002,31,2.071935484,0.578701541
4999-1000-003,21,2.18,0.527522936
4999-1000-004,4,5.575,0.242152466
4999-1000-006,10,5.132,0.122954014
4999-1000-017,4,7.1225,0.437697438
4999-1000-021,4,4.645,0.807319699
4999-1000-022,4,4.9225,0.819197562
4999-1000-041,3,2.03,0.545155993
4999-1000-102,1,82.31,0.614384643
4999-1000-103,4,159.28,0.638545329
4999-1000-313,18,68.18222222,0.667964931
4999-1000-441,262,20.35312977,0.569192427
4999-1000-442,4,23.88,0.576319095
4999-1000-443,18,16.66388889,0.55825971
4999-1000-512,7,44.56285714,0.65583125
4999-1000-513,2,40.29,0.666294366
4999-1000-514,2,90.25,0.656842105
4999-1000-966,1,167.51,0.736791833
4999-1001-023,5,769.686,0.728502272
4999-1001-362,2,550.225,0.301222227
4999-1019-122,2,112.095,0.579731478
4999-1019-123,2,37.465,0.954624316
4999-1060-206,1,79.52,0.847459759
4999-1070-005,2,337.4,0.12163604
4999-1070-186,1,1532.47,0.374669651
4999-1070-220,1,755.92,0.49988094
4999-1070-273,1,232.48,0.498107364
4999-1070-275,1,26.86,0.46835443
4999-1070-522,28,16.65857143,0.554540777
4999-1080-056,2,849.23,0.190619738
5184-0730-000,2,1297.99,0.226939345
5184-2721-000,6,1550.193333,0.611807559
5500-0000-380,10,3.452,0.237543453
5500-1100-006,10,0.534,0.576779026
5500-5485-000,25,181.2956,0.149649523
5500-6000-185,8,0.82,0.234756098
5500-9999-000,155,8.12316129,0.165166906
5505-0000-229,1,92.82,0.261904762
5505-0000-318,1,88.19,0.265109423
5505-0140-007,2,554.96,0.250450483
5505-0147-001,19,167.5868421,0.174555219
5505-0147-004,1,231.38,0.194658138
5505-0162-000,2,85.655,0.207343413
5505-0183-000,25,64.636,0.207618046
5505-0215-000,8,65.22,0.184912603
5505-0230-003,4,92.55,0.314154511
5505-0233-006,99,978.5367677,0.166394701
5505-0233-007,8,1051.3875,0.202724971
5505-0330-003,4471,83.81667636,0.179555284
5505-0330-004,226,46.21685841,0.194303308
5505-0330-008,60,6.245666667,0.216229919
5505-0510-007,4,783.775,0.212704539
5505-0510-008,25,776.158,0.239948052
5505-0510-009,8,913.4175,0.20631721
5505-0510-010,54,902.5153704,0.252494315
5505-0510-011,2,892.04,0.200820591
5505-0510-013,40,923.0205,0.258865594
5505-0618-061,2,345.56,0.19786723
5505-0618-097,2,286.645,0.197823091
5505-0618-118,5,167.746,0.190645381
5505-0683-003,104,46.89942308,0.156004871
5505-0713-003,18,993.0966667,0.323288434
5505-0714-003,2,280.54,0.183146788
5505-0714-005,49,76.4677551,0.370066615
5505-1350-002,6,14869.31333,0.385109803
5505-1350-015,2,13294.04,0.341343188
5505-3320-002,980,13.24942857,0.38759392
5505-3320-003,76,14.86592105,0.064984378
5505-4242-001,4,502.29,0.207201019
5505-4242-011,22,656.9445455,0.215739117
5505-4242-020,10,326.82,0.20592375
5505-4242-025,1,210.34,0.204430921
5505-4416-007,15,13.76866667,0.21851547
5505-4600-000,8,35.41,0.213499012
5505-8810-013,10,30.02,0.214656895
5505-9401-000,2,292.33,0.205965861
5505-9411-002,1,995.8,0.205322354
5505-9473-000,1,467.84,0.207891587
5505-9474-000,2,920.66,0.201958378
5505-9475-000,1,584.8,0.206326949
5505-9995-000,31,612.4777419,0.148351935
5505-9995-001,2,434.08,-0.037988389
5505-9999-009,32,4106.571875,0.138006838
5505-9999-014,1,2466.23,0.216293695
5510-1230-010,20,19.3295,0.115652241
5510-1231-003,30,38.035,0.152228211
5510-1665-000,15,14.22,0.148241913
5510-1666-000,2,16.88,0.224526066
5510-1676-000,129,25.05147287,0.162672822
5510-1756-000,2768,15.07212428,0.185977396
5510-1756-002,36,6.357777778,0.134786788
5510-1766-000,174,24.31528736,0.284556804
5510-1966-000,78,31.93820513,0.189239637
5510-1966-001,2,34.1,0.210997067
5510-1967-000,15,30.61666667,0.162634731
5510-2455-000,14,9.89,0.220930233
5510-2567-002,115,1.407391304,0.317454433
5510-3318-003,161,150.3707453,0.15925111
5510-3334-001,1728,24.80795718,0.295909434
5510-3334-005,3442,14.43743754,0.390101071
5510-3334-007,34,48.54617647,0.121249023
5510-3338-002,29,71.42241379,0.416376584
5510-3600-000,32,71.23,0.114268918
5510-3719-001,34,168.6158824,0.13564419
5510-3806-001,15,74.66333333,0.280941113
5510-3807-000,179,23.23139665,0.064613483
5510-6031-000,784,15.18221939,0.175082291
5510-6031-003,102,17.02088235,0.189634417
5510-6040-013,3,135.22,0.166888527
5510-6040-036,4,152.97,0.39105707
5510-6075-106,700,108.8659143,0.270479124
5510-6075-108,158,145.8613924,0.340570422
5510-6075-118,105,194.9015238,0.363007741
5510-9618-008,127,25.79787402,0.165752534
5520-0503-001,345,17.47637681,0.179483692
5520-0600-008,475,94.81488421,0.167476925
5520-3506-010,10,226.972,0.163821969
5530-1000-440,15,819.424,0.276289198
5530-1007-000,14,549.8971429,0.995040631
5530-1120-002,1,629,-0.061287758
5530-1906-002,2,28.095,0.21516284
5530-1906-004,62,82.38548387,0.406628947
5530-1906-005,18,16.53666667,0.131593093
5530-1906-006,17,67.34823529,0.154726968
5530-1906-012,10,123.289,0.173332576
5530-1907-089,1,308.42,0.1567019
5530-4285-000,1,52.19,0.19620617
5530-7000-004,10,1.245,0.382329317
5530-7000-005,10,3.556,0.263779528
5530-7000-007,10,1.422,0.365682138
5530-7000-011,10,9.246,0.233181917
5530-7000-012,10,7.113,0.276254745
5530-7000-016,10,5.69,0.269420035
5530-7000-017,10,2.134,0.343955014
5530-7000-020,10,141.017,0.325918152
5530-7000-021,23,9.458695652,0.225281544
5530-7000-022,1,11.18,0.305008945
5530-7000-029,10,17.857,0.353978832
5530-7000-030,3,247.9866667,-0.020108608
5530-7000-040,1,171.81,0.10121646
5530-7000-080,1,321.77,0.10383193
5530-7000-081,2,37.32,0.257636656
5530-7000-082,1,43.05,0.225551684
5530-7001-006,5,1636.26,0.157229291
5530-7001-009,2,1241.1,0.13658851
5530-7001-306,1,1555.78,0.158987775
5530-7020-103,22,1324.605455,0.150129438
5530-7400-064,2,1263.245,0.147960214
5530-7455-007,7,167.1985714,0.197857125
5530-7902-007,1,87.55,0.155454026
5540-2909-001,2,1326.65,0.153657709
5540-2909-024,5,1040.868,0.082763617
5540-2909-030,5,98.406,0.197203423
5540-2909-032,33,5206.310303,0.251365243
5540-2909-034,3,106.7233333,0.209701096
5540-2909-043,13,150.1869231,0.214604365
5540-2909-057,13,1867.229231,0.280827042
5540-2909-058,2,360.655,0.18756152
